scenario_id,seed,template_id,category,m_common,m_item_Water,m_item_Vaccine,m_item_Crackers,demand_Water,demand_Vaccine,demand_Crackers
OOS-20260908-0001,20260908,h08,1,1.0445334789549112,1.026116529903352,0.9900565690108084,0.9909303908751621,1607719.603189634,46817.53064144456,3912526.681243676
OOS-20260908-0002,20260908,h21,2,0.9155247855213022,0.9606646122915792,1.00556851201488,1.0142547440408924,4749366.2208812265,432109.2678710437,36391053.95597984
OOS-20260908-0003,20260908,h09,5,0.9350985344963554,1.001558642728913,1.0158596109880118,0.9783840081761181,9740182.597890837,9078796.698334794,1703516712.0339346
OOS-20260908-0004,20260908,h13,3,1.103329797606741,0.9879167352915329,0.9674933615733404,0.9792927247283817,3071069.2849872806,6126.643434300138,1208174.3062493321
OOS-20260908-0005,20260908,h02,5,1.0875027905548678,0.9661163984421957,1.039346613079775,1.000335242863933,588366.3964117555,125514.75726214278,23535444.817918282
OOS-20260908-0006,20260908,h14,4,0.981336932473719,0.973772928131612,1.0255101444723518,0.95526818733913,2139586.9182715067,106823.14088148485,19386220.723268244
OOS-20260908-0007,20260908,h07,2,0.9543291434826862,1.029487655863471,1.0031468670090147,0.9910775249397766,589482.0437077107,86679.98605050756,7150355.0911854245
OOS-20260908-0008,20260908,h23,3,1.132929170179457,1.037132018698492,0.989891894219179,0.9911578682960257,51699873.161667615,130459.18714912108,25449085.976403166
OOS-20260908-0009,20260908,h20,4,1.0020845160090852,1.038374080612809,1.03281283804473,1.0331018502854932,28094541.87619617,265754.0079996438,51789747.136451915
OOS-20260908-0010,20260908,h20,4,1.049597640890943,1.0026000393274488,0.9861422342491845,1.0355794625141208,28412819.17295194,265776.29861991294,54375413.74278331
OOS-20260908-0011,20260908,h11,3,0.8603271115764295,1.0034035336796412,1.0401199891037407,0.9536403457313758,4316276.319380942,112530.61191128346,20100844.78108264
OOS-20260908-0012,20260908,h11,3,0.9358932784038259,0.9843141406429952,1.0164419315837645,0.9531739660865116,4606064.940328087,119627.91394077514,21855693.146242123
OOS-20260908-0013,20260908,h21,2,1.093051358140577,0.9909275622350135,1.0158541030991575,0.9637840372566333,5848927.475687528,521175.16990067717,41285521.7129822
OOS-20260908-0014,20260908,h16,2,0.8615789019935067,0.9726810726406646,0.974538519053385,0.9921284462643072,3016949.3660001964,84471.00877227275,7180294.273898975
OOS-20260908-0015,20260908,h06,3,1.0409455934979428,0.9611368113671379,0.9719357713953504,0.9870430072979509,1000491.1285412856,222738.8619379375,44069382.1615099
OOS-20260908-0016,20260908,h22,3,1.0311344775067341,1.0234504860842288,1.0459515643694335,0.9549803618029716,5750411.883030264,90795.04941129187,16150556.525774933
OOS-20260908-0017,20260908,h23,3,0.9330080814103437,1.0282665480958362,0.9667461504091135,0.9613029094529477,42212763.96556265,104925.729685309,20326951.88715072
OOS-20260908-0018,20260908,h15,4,1.027040329637591,1.049840070170177,1.0164444078804644,1.0343374328215897,4744203.603631053,294135.510219593,58313421.74872462
OOS-20260908-0019,20260908,h17,3,0.8580424483869588,1.0304480260991722,1.0134563386700064,1.003513970404052,17683362.94499285,328064.09387538704,63287732.4354668
OOS-20260908-0020,20260908,h21,2,0.9833525275291028,0.9594544785743829,0.9553157462634732,1.0151514685540985,5094802.727398279,440928.3101587397,39121686.2198883
OOS-20260908-0021,20260908,h19,4,1.0018363730875293,1.0246476867360812,1.0272517185147043,0.9820227918394551,71857052.55205417,496357.25728738465,92444594.73011895
OOS-20260908-0022,20260908,h10,2,0.8515889234552643,1.0475345695675606,1.0131870310631235,0.9728008237928063,2007154.8818554785,162755.0653373764,13047715.898754235
OOS-20260908-0023,20260908,h03,2,1.1469272159981831,0.9695121890748356,0.9891617857130222,0.9649288801178344,957397.4875829305,57315.4745046496,4668372.882617515
OOS-20260908-0024,20260908,h02,5,0.8895416539729459,1.04632016523769,0.9885237058073512,0.9771482357974616,521217.4074076372,97646.6578397825,18804994.150231835
OOS-20260908-0025,20260908,h18,3,0.8627437996307009,1.034895849948741,1.0274384126655038,1.011358853866493,2678549.9334204616,82488.42163253043,15819215.112197462
OOS-20260908-0026,20260908,h18,3,0.9620512959152883,0.9628746027212776,1.035616180214911,1.0231854810354999,2779004.2780557703,92715.51273924533,17846390.923193336
OOS-20260908-0027,20260908,h06,3,1.0045070890420622,1.0012712879263979,0.9886652445268831,1.0301918956237182,1005784.1067763424,218641.53727076921,44385793.645149566
OOS-20260908-0028,20260908,h17,3,1.1303797203526187,1.0021183750686293,1.0103804975464414,1.0306096586561901,22655485.771405958,430877.8763580041,85626048.94422016
OOS-20260908-0029,20260908,h12,3,1.0797034984610692,1.0055007001300855,0.9970387047247229,1.0398296680331958,19541567.22543914,48735.18912641529,9902282.181943253
OOS-20260908-0030,20260908,h08,1,1.0827094585523638,0.9990165362323146,1.0002576964379386,0.9549081670134268,1622466.979543421,49028.6530196598,3908097.034912996
OOS-20260908-0031,20260908,h18,3,1.0145828019241472,1.0263591042115283,0.9952654174928252,0.9690549722112513,3123978.8871938703,93968.38407874428,17825171.40680332
OOS-20260908-0032,20260908,h09,5,0.9669717846626769,1.0128525386978444,1.0289158587109837,1.0091469468077852,10185758.200225687,9508913.218885444,1816970554.1516879
OOS-20260908-0033,20260908,h18,3,0.9413422393288814,0.964173665992497,0.9561507682428844,1.0483924039522947,2722852.193541942,83758.57368362682,17892425.445093304
OOS-20260908-0034,20260908,h24,3,1.1235329690444247,0.9506795370531077,0.9680207246427303,0.9685070757017498,3204359.408625172,410313.07803862385,79978997.82732344
OOS-20260908-0035,20260908,h19,4,1.037358041860949,0.9672601571069624,0.9975288556740102,1.009224619381185,70237657.17826147,499085.3820925616,98373851.35807844
OOS-20260908-0036,20260908,h02,5,1.125811297358084,1.048107012040673,1.0499939730021413,0.9994737271278492,660783.6003975444,131267.25814411862,24343523.914409954
OOS-20260908-0037,20260908,h03,2,0.8539668422547662,0.9876195950635621,0.9617713546788925,1.0242514704403467,726162.5671599557,41493.6414692897,3689622.8793486347
OOS-20260908-0038,20260908,h02,5,1.1174302164789682,0.9892383885949917,0.9946832719023047,0.975666631612108,619026.725361524,123426.73209068476,23586761.96173315
OOS-20260908-0039,20260908,h07,2,1.1324994709123983,1.049680286906993,1.0293335160705541,1.0013960908499402,713257.4217296065,105548.05795855814,8573648.905543437
OOS-20260908-0040,20260908,h09,5,1.00137451813805,1.0237911588418098,0.978633655145345,1.0136219810144524,10662063.134935817,9365994.613803854,1889958344.8768432
OOS-20260908-0041,20260908,h18,3,0.9667810890163292,1.0453598600023901,0.9850343350190558,1.0027808167261747,3031902.4316012044,88620.63627702021,17576482.57961097
OOS-20260908-0042,20260908,h19,4,0.8536595246720463,1.0267675716084037,0.9574074924074046,0.995823895559419,61355694.198953085,394186.9264895144,79878590.64410895
OOS-20260908-0043,20260908,h06,3,0.8780882141344137,1.0220735297815569,0.9807225707062508,0.9585601217966468,897470.7204799438,189589.6904062108,36101925.04059173
OOS-20260908-0044,20260908,h08,1,1.0248203665522997,0.9676158641719291,0.993677238237291,1.0020947201752446,1487448.666903745,46101.94186984472,3881935.556541447
OOS-20260908-0045,20260908,h15,4,0.9488280154381431,1.0255408855537798,0.974499408711134,1.0450470561557401,4281472.462038943,260522.60350764418,54430475.91742395
OOS-20260908-0046,20260908,h13,3,1.03079246916699,1.0135350327155033,1.0179943839970587,0.9552085586393707,2943567.005969968,6022.625844457325,1100984.3917213494
OOS-20260908-0047,20260908,h20,4,0.9679082653204886,0.9647790196318065,1.0005344834831424,0.9679828112288873,25213074.857354432,248668.11576661214,46870344.28159953
OOS-20260908-0048,20260908,h06,3,1.109791440685475,0.9747512543942372,1.0163035320680456,1.0066925214605842,1081770.5989241544,248310.5688596172,47919366.50122399
OOS-20260908-0049,20260908,h20,4,0.9786049718351075,1.0063260206000177,1.0075936106178192,0.959337173117474,26589482.47024784,253190.06871946767,46965071.80798675
OOS-20260908-0050,20260908,h14,4,1.1012683652883146,1.021587026531243,0.9877969586335245,1.006283816602234,2518967.8618707913,115469.71324227417,22917294.54990465
OOS-20260908-0051,20260908,h05,4,1.1044340158429349,1.005738824925978,1.032601342602815,1.0052166340793374,8330791.269766142,241913.26361299958,45880603.03470285
OOS-20260908-0052,20260908,h08,1,1.1149926299566213,0.9940213454670556,1.0409379193733008,0.9983253298531511,1662489.7113229975,52543.97874795,4207613.955622345
OOS-20260908-0053,20260908,h12,3,1.0259958916836196,0.9815936160061346,1.0068131138278735,1.0238713093335563,18127998.31185293,46764.96512236061,9265302.016642602
OOS-20260908-0054,20260908,h22,3,1.0885622572654992,1.049281664040892,1.0140914661160925,0.9625373113876506,6223893.66268359,92932.08639185065,17184962.490226187
OOS-20260908-0055,20260908,h17,3,0.9244578115961286,1.0337448820391286,0.9715177893060774,0.9700591909363311,19113070.627971817,338830.68766169605,65913241.56272081
OOS-20260908-0056,20260908,h20,4,0.9649052743328662,0.9929895281819842,1.032204480571398,1.008020754834253,25869802.49370272,255743.29960207906,48657574.26561836
OOS-20260908-0057,20260908,h03,2,1.1008056047626416,1.0427903514176387,1.035583362033606,1.0243952948846098,988350.0480157624,57592.29701163108,4756774.6945261145
OOS-20260908-0058,20260908,h21,2,1.1061354164696955,1.0286264543109869,1.0263851959411743,0.9755004213739462,6144120.81772756,532881.3079421009,42287619.594087414
OOS-20260908-0059,20260908,h23,3,0.8548190295837207,1.0249380438893656,0.9836112693842652,1.042113923294439,38550007.93868155,97809.67566136798,20189054.34357845
OOS-20260908-0060,20260908,h08,1,0.9628040062795522,0.9755753508925492,0.9586537393400932,1.0369561408890104,1408931.7844003895,41785.51784629584,3773897.2912439853
OOS-20260908-0061,20260908,h08,1,1.0800287696092565,1.018602586397531,0.9960571389518225,1.0123179958428148,1650180.1471615976,48701.87774740367,4132797.0749229416
OOS-20260908-0062,20260908,h24,3,1.0536727811921303,1.0480848297939724,0.9646775734537664,1.0405827652984119,3313015.372602886,383471.2657600739,80587879.62338428
OOS-20260908-0063,20260908,h24,3,0.8857689108379174,1.0314530284091175,1.0010111329496754,0.9505552450890344,2740887.0766632464,334506.2403053802,61884962.8838331
OOS-20260908-0064,20260908,h21,2,0.9519772746132745,1.0486818278835048,0.9675236326345744,0.9826889098989496,5390934.849603033,432314.66938575805,36662334.525740705
OOS-20260908-0065,20260908,h10,2,1.0725604274663927,0.9833045502998317,0.9960564861538235,1.0125213558442963,2372970.484798282,201521.14636000028,17104347.827330556
OOS-20260908-0066,20260908,h23,3,0.8519571845754493,1.0255752219956853,0.9571671520739374,1.0281358514161585,38444831.86287856,94861.436526989,19851570.484543376
OOS-20260908-0067,20260908,h23,3,1.092511949867945,0.9885597015354436,1.03830234470377,0.985257689609118,47520584.631755896,131957.5282364412,24395101.311056145
OOS-20260908-0068,20260908,h03,2,0.9799027671892373,0.9672577817435809,1.0145539068207088,0.965210098456445,816071.7947245539,50225.79451421283,3989690.580952823
OOS-20260908-0069,20260908,h14,4,0.8733786618106654,1.0006761668238846,0.9980294703855194,1.0493825593592017,1956817.0645182075,92523.74038615178,18953355.7161644
OOS-20260908-0070,20260908,h10,2,1.1362279654042218,0.9979881410676277,1.0166846583834028,0.9636168793623772,2551369.5788013274,217904.71721315203,17244493.0287065
OOS-20260908-0071,20260908,h01,3,1.1103923291279856,0.9852281915901066,1.0213473506789223,0.9710672994384163,382896.4392338021,71308.86969121371,13208754.584452216
OOS-20260908-0072,20260908,h02,5,1.105156131848406,0.9791190504446606,1.0263160760036074,1.0386295086098691,605964.4765487631,125953.07496866136,24833089.626547184
OOS-20260908-0073,20260908,h06,3,1.0031879466844358,1.0320485385420106,0.9843128756392514,0.9806923246928214,1035338.6542586325,217393.15752211466,42197618.02004971
OOS-20260908-0074,20260908,h01,3,1.0605276226249882,1.0226951246884566,1.0353384072634677,1.0428791089980312,379608.7502396052,69039.54852033855,13548525.751349114
OOS-20260908-0075,20260908,h13,3,0.8642708989908997,0.9852025169438189,1.016178086398759,1.026412187083809,2399050.1546575925,5040.678280544821,991935.4470118035
OOS-20260908-0076,20260908,h03,2,1.0479709511878257,1.0341095901780122,0.9555049526354333,1.035312974833565,933080.1741429728,50588.39382878622,4576729.823309856
OOS-20260908-0077,20260908,h17,3,1.00282065517867,0.9685459322522484,1.0401681241654797,1.0455094915348708,19425557.32703671,393524.4264731859,77061700.72729401
OOS-20260908-0078,20260908,h03,2,1.0935724389331458,1.0429512732491537,1.005399635508434,0.9933989162072482,982007.3228825113,55546.28057834505,4582533.1193010425
OOS-20260908-0079,20260908,h20,4,1.1138990396974109,1.0046499065569114,0.9612376668980628,1.0394315492166253,30215121.285937604,274935.26830270054,57921263.061404906
OOS-20260908-0080,20260908,h12,3,1.0966929246634491,1.0185594798719215,0.9869290318035787,0.9975549904350391,20106845.548639543,49000.1145720089,9649181.429760292
OOS-20260908-0081,20260908,h06,3,1.0449085008259043,0.9675726546884724,0.9644753370547693,0.9894990240371291,1011024.8920506721,221870.61539046065,44347228.87640733
OOS-20260908-0082,20260908,h23,3,1.1223923202764134,0.98403115948683,0.9889100833898321,1.0328996982685412,48596636.71811135,129117.65588731447,26274195.920699738
OOS-20260908-0083,20260908,h14,4,0.928383830370973,1.0411377383355092,1.0095785942929842,0.9619099042403942,2164162.4134282502,99488.97126842735,18467650.99547733
OOS-20260908-0084,20260908,h13,3,1.0038905875824558,1.041434487822216,0.9632188348649904,0.9632696922999223,2945657.593642137,5549.841919112868,1081299.491064867
OOS-20260908-0085,20260908,h07,2,0.8990955079865696,1.0348487409578253,1.0467606007541528,1.0212130063103588,558256.7126644427,85213.67994646289,6941350.281633547
OOS-20260908-0086,20260908,h17,3,0.9989679597396005,0.9864812993293554,1.0141364695076265,1.005779704727917,19709264.218246326,382201.90134867415,73848514.91909656
OOS-20260908-0087,20260908,h16,2,1.0465686361642146,0.9601739592013117,1.0264980627567364,1.0485419328289156,3617596.623462159,108078.53899039465,9217917.24505468
OOS-20260908-0088,20260908,h23,3,1.053922640047868,1.028048982271676,0.9898859487619183,1.0138825688663464,47673300.289748706,121360.68939374204,24217147.53194852
OOS-20260908-0089,20260908,h17,3,1.135592692977205,0.9978053482951078,1.024670813539277,0.9501193107527978,22662009.25074999,438987.1812986196,79302718.18593504
OOS-20260908-0090,20260908,h21,2,0.9433019971746964,1.0047400568644496,1.0320462985432344,0.9592500802833216,5117975.832320928,456942.7003563075,35461742.9949709
OOS-20260908-0091,20260908,h21,2,0.9000520531618705,1.045058938330401,1.0075002866072802,0.9981924522652029,5079280.192844987,425622.5356087664,35209461.94496165
OOS-20260908-0092,20260908,h24,3,0.8877315725392312,1.0050739830607467,0.9977477271522031,0.9808670107188177,2676707.7225023555,334154.4864772132,63999876.11997941
OOS-20260908-0093,20260908,h09,5,0.8870661637377004,0.9962706755718195,1.0395039077212156,0.9548998980974285,9191083.264728155,8812910.52748465,1577224582.9860985
OOS-20260908-0094,20260908,h17,3,1.036103800615138,1.023875443721453,1.0409528537832975,0.9646724211035953,21216824.771926165,406892.0553569085,73463305.99627207
OOS-20260908-0095,20260908,h15,4,1.0196154465045595,0.9967220936930148,1.0378132627922925,1.0023894640653233,4471602.267447756,298148.0360530561,56103723.484939046
OOS-20260908-0096,20260908,h04,2,0.9602126209707402,1.0007970367017789,0.9697331141791292,1.0355660037442387,8648801.511040488,440282.1814364052,39257472.82148344
OOS-20260908-0097,20260908,h19,4,0.9260052217403232,1.0401671087934776,0.9514494711204949,1.0453076284067544,67424012.19577067,424932.42236914125,90953772.18370265
OOS-20260908-0098,20260908,h21,2,0.9793625976579987,1.0354981839235455,1.034893000728282,1.0052776575494253,5476292.232898519,475719.30216758477,38583980.045040965
