scenario_id,seed,template_id,category,m_common,m_item_Water,m_item_Vaccine,m_item_Crackers,demand_Water,demand_Vaccine,demand_Crackers
OOS-20260907-0001,20260907,h18,3,0.9981231848107268,1.0096010562645947,0.9972172869720466,0.9886304050205731,3023118.665001273,92625.22810254377,17890229.452977136
OOS-20260907-0002,20260907,h05,4,0.9666895788652957,1.0267990930106703,1.0250104465669339,1.0193207813481624,7444469.871013144,210185.40184455918,40721858.64017331
OOS-20260907-0003,20260907,h21,2,0.9441606005481988,0.994287219919835,0.9630177542905245,0.9798479868699667,5069340.820855317,426768.12693624856,36256181.146315835
OOS-20260907-0004,20260907,h22,3,1.0027705683304462,1.0441427672702883,1.0241683510329864,0.9559270092650203,5705297.181401794,86458.6036124946,15721864.690557038
OOS-20260907-0005,20260907,h20,4,1.009842263034003,0.9776549925819361,0.9701676702185444,0.9584409650551771,26656487.91473671,251567.29760183993,48418932.45826381
OOS-20260907-0006,20260907,h19,4,1.144970535172745,1.0460047583480925,0.99644325302231,0.9985560382839082,83835123.95713373,550259.5464087565,107431072.87957785
OOS-20260907-0007,20260907,h16,2,1.1275433383406632,0.9685753229687747,1.0344124985597571,0.9866963484845699,3931598.351140554,117338.52332468529,9345360.315470207
OOS-20260907-0008,20260907,h12,3,0.8804275687019163,1.0420229744818896,1.0215204562683629,0.9910496609239842,16513663.571183322,40716.1616963009,7695868.451054028
OOS-20260907-0009,20260907,h20,4,1.1292105985730752,1.01028551243997,0.9962049687328494,1.0070081504710906,30802277.922265198,288853.4061674237,56885847.27671326
OOS-20260907-0010,20260907,h24,3,0.9368643746316971,1.0017737577013999,0.9598848753344358,1.0443149935429552,2815578.435094102,339266.3267537543,71911041.23079324
OOS-20260907-0011,20260907,h08,1,0.9030528483711133,1.0457336640485995,1.0222957299407232,0.9588741126037225,1416529.145934973,41794.18328574117,3273154.9147689156
OOS-20260907-0012,20260907,h14,4,1.116112016409858,0.9505259125484061,0.9926436765242874,0.98904053172953,2375340.3067125524,117600.2927546844,22828194.703475803
OOS-20260907-0013,20260907,h23,3,1.0288926233969324,1.0205296579508558,0.9645564545168124,0.9560923752620355,46200679.22903093,115446.78588221982,22294436.780141838
OOS-20260907-0014,20260907,h03,2,0.8794342496779832,1.0324118724509825,1.0095608628863924,1.0372157753416524,781734.9283109191,44854.351830812935,3847750.1434147456
OOS-20260907-0015,20260907,h01,3,0.9774584115679563,0.9560597988837353,0.9635708944672694,0.9531293783440336,327078.0423333065,59220.98062997292,11412643.020142682
OOS-20260907-0016,20260907,h13,3,1.13444628034755,1.0175642543508734,1.0093783452088598,1.030697262750893,3252443.063125186,6572.14570412835,1307455.0843690864
OOS-20260907-0017,20260907,h01,3,1.1357027817149112,1.042797180386421,1.0262681884167084,0.974655862937991,414507.6804852636,73285.69142167852,13559762.34072944
OOS-20260907-0018,20260907,h13,3,0.8989721149565512,1.040724947497202,1.0045219989783838,0.9879111606907668,2636004.277365838,5182.925153117689,993060.7854315651
OOS-20260907-0019,20260907,h14,4,0.9795518093061343,0.9582235694782325,0.9897247278876748,1.0104953849510303,2101591.744261692,102907.984126523,20469698.21536681
OOS-20260907-0020,20260907,h14,4,0.9050224544001367,0.9717880989414165,1.0195607728590144,1.0190571787531666,1969178.2229817393,97944.42275862495,19072499.038780935
OOS-20260907-0021,20260907,h19,4,0.8787906598234978,0.9737082773765997,1.0242220892799963,1.0135544190599466,59898001.76859684,434110.48429966805,83694258.10425045
OOS-20260907-0022,20260907,h05,4,1.0354728946124694,0.9855678578074029,1.0139365851380275,1.0313156827891743,7653966.019206315,222708.47780089083,44132652.80356912
OOS-20260907-0023,20260907,h22,3,0.9267660662519392,0.9873190673239577,0.9561278659509624,0.9987990265739143,4985910.240660341,74597.00416697377,15181894.771177819
OOS-20260907-0024,20260907,h04,2,1.108427315107645,0.9730426399320649,1.0178793838305404,1.004310616241932,9706923.367786381,533476.1538085233,43949346.02946048
OOS-20260907-0025,20260907,h05,4,1.0958995154478686,0.9610842817151569,1.0294769547576537,0.9668380736345373,7899388.489771524,239317.57035922434,43787903.872054614
