scenario_id,seed,template_id,category,m_common,m_item_Water,m_item_Vaccine,m_item_Crackers,demand_Water,demand_Vaccine,demand_Crackers
OOS-20260910-0001,20260910,h07,2,1.1216573844016289,1.0481373660380435,1.0278487042547801,0.9510353519534874,705390.6098903067,104386.78875830132,8064522.839612972
OOS-20260910-0002,20260910,h01,3,0.9466341874656395,0.997351779588834,1.040239333132328,0.9885111561391741,330444.5520209699,61916.88354436099,11463041.074883455
OOS-20260910-0003,20260910,h12,3,1.0149753894755533,1.017444240967993,1.039653033135691,0.9707529973897085,18588255.565430652,47771.63068429083,8690261.342201788
OOS-20260910-0004,20260910,h11,3,0.8596088236014198,0.9746500831735295,0.9939209852792842,1.0321760704607217,4189089.057099119,107442.56148248077,21738057.61311779
OOS-20260910-0005,20260910,h18,3,0.8668768843103586,1.0253149664274015,1.032566490666108,0.9589432537517131,2666465.530600097,83297.27571443869,15071210.46697456
OOS-20260910-0006,20260910,h09,5,0.8586663778049067,1.0223251055315046,1.0085831187924261,0.9955928009029738,9129496.431179862,8277007.974469141,1591790403.3914366
OOS-20260910-0007,20260910,h07,2,1.0157363796902403,0.9682630268043059,0.9997898560664151,0.9643904610597204,590099.9888604719,91948.756133474,7405522.5549659915
OOS-20260910-0008,20260910,h05,4,1.0911680559784414,1.0180647485198209,0.9731020791066687,1.0332204632863327,8331597.993769153,225235.71935924777,46592318.18304031
OOS-20260910-0009,20260910,h09,5,1.0624911992051687,1.0075711984145441,0.9950502198605934,1.0203068805584334,11133569.521235803,10104330.948698122,2018532904.9743392
OOS-20260910-0010,20260910,h07,2,1.1047948029411416,1.0229074122841013,1.0385155446420151,1.048920806437125,678061.675788868,103884.49887773397,8760847.452703165
OOS-20260910-0011,20260910,h13,3,0.9390741839106308,1.025800403406264,0.9823373300265283,1.0296160906460397,2714105.291556982,5294.559264883663,1081152.464552528
OOS-20260910-0012,20260910,h06,3,0.9974898559397074,0.9699556938709504,1.036058986063588,0.9550766146578575,967520.9653472332,227521.9852845021,40861993.82666274
OOS-20260910-0013,20260910,h15,4,0.8511940907226879,0.9919559587701684,0.9965143952897455,1.0224174464098754,3715127.021594233,238994.83040142045,47772243.53969701
OOS-20260910-0014,20260910,h21,2,1.092748109120078,1.0096826517946875,0.9845283946408426,1.0294045705975465,5957975.566223951,504963.6531612201,44084268.18016857
OOS-20260910-0015,20260910,h13,3,0.9048498413063939,0.9867823560802773,0.952365251778396,0.9891548588827991,2515717.1757692336,4945.945427844954,1000812.0444949557
OOS-20260910-0016,20260910,h10,2,0.9877457567834458,0.997639141859237,0.9537490080929948,0.9659387793646599,2217181.115638214,177702.7544857155,15027105.407422876
OOS-20260910-0017,20260910,h03,2,1.012286032530766,1.0094715602954334,0.9894751590640807,0.974921540218396,879833.4801834555,50603.06749235517,4163008.376598378
OOS-20260910-0018,20260910,h10,2,0.9113566299301713,1.0175800683006593,0.9820033651220179,0.9639537877046919,2086601.2688938554,168817.0166155094,13836464.387092806
OOS-20260910-0019,20260910,h12,3,1.1263036279375842,1.0023002857190553,0.9871367392799583,1.001445690815247,20320100.065588485,50333.708332461865,9948359.488074474
OOS-20260910-0020,20260910,h12,3,1.1307510412632125,1.0310776023819332,0.9997246143322082,0.9668789751643868,20986057.30529786,51176.84526002737,9642900.778054068
OOS-20260910-0021,20260910,h19,4,0.8676135863966059,0.9571962443269357,1.0015195698725738,1.032117003978094,58133352.64980982,419089.21865476226,84143086.26569155
