scenario_id,seed,template_id,category,m_common,m_item_Water,m_item_Vaccine,m_item_Crackers,demand_Water,demand_Vaccine,demand_Crackers
OOS-20260909-0001,20260909,h14,4,0.9894858445828976,0.960341647129708,0.9766254794288861,1.0261241995225827,2127597.358922327,102575.79103290381,20997094.842560094
OOS-20260909-0002,20260909,h24,3,0.8910697933993063,0.9747869463045676,0.9550925899027513,1.0067523672100194,2605809.608555855,321071.73922101996,65935866.85327595
OOS-20260909-0003,20260909,h16,2,0.9740982178954559,0.9776451258113827,1.0087300805153572,1.0089633482219413,3428360.549233368,98853.3374011616,8255766.955168533
OOS-20260909-0004,20260909,h02,5,1.0639584479521764,0.9894801221671288,0.9930059913834802,1.014774862179102,589548.8116338622,117322.29273344597,23358278.314864192
OOS-20260909-0005,20260909,h18,3,1.0911701218905543,0.9906785674250135,1.0450602523611923,1.0041896859397692,3242996.559514535,106118.02150206613,19865798.507807493
OOS-20260909-0006,20260909,h14,4,0.9586516340176051,0.9627785758501936,0.9770403872119235,0.9661830134184243,2066528.1618015491,99421.55964203985,19154459.830865603
OOS-20260909-0007,20260909,h11,3,0.9472947226416546,0.9593149973282861,1.0040396560965192,1.020374208172661,4543770.171600392,119607.83042544917,23681580.011779662
OOS-20260909-0008,20260909,h24,3,0.9922364395617729,1.03010193668152,0.984848139042184,1.0147412726174099,3066314.034115675,368662.8059578414,74004450.15524366
OOS-20260909-0009,20260909,h11,3,0.9547287942254424,0.9706697134512892,0.9719516816198114,1.0494653380105576,4633631.625572525,116693.94580461153,24547892.030135296
OOS-20260909-0010,20260909,h01,3,1.1132742338983244,1.0413515832844156,1.0282751928310445,0.963787366522733,405758.4601349177,71978.89069011755,13143755.615804369
OOS-20260909-0011,20260909,h18,3,0.9999472966197992,1.0435445283630826,1.0366677259719537,0.9828672603373871,3130468.5901171435,96465.50385540727,17818444.288176976
OOS-20260909-0012,20260909,h20,4,1.048164587240647,1.0189497264914444,0.9882536266094526,1.031691316115492,28836729.52614563,265981.6914044257,54097295.94860129
OOS-20260909-0013,20260909,h17,3,0.9781152287031665,0.9805574798729632,0.95006969706989,1.009459919800048,19181964.073650878,350582.6102993439,72571556.84365995
OOS-20260909-0014,20260909,h08,1,1.1415045441339653,1.0221692712244859,1.0316366391954277,0.9615676739361374,1750216.3019652814,53312.68211182105,4149056.0259178174
OOS-20260909-0015,20260909,h08,1,1.0148374571447738,0.9957478166240199,0.9593216038632829,0.9866045468267604,1515783.2732702715,44074.44403137784,3784699.4831445543
OOS-20260909-0016,20260909,h06,3,1.1188761674353915,0.9554348813617517,0.9719336015733794,0.9759732916315087,1069013.3182921247,239413.7113117451,46837403.46121701
OOS-20260909-0017,20260909,h20,4,1.1002494116484645,1.0407909864799703,1.041001495237964,0.9805126080902077,30918501.10413753,294100.892333917,53968534.755687125
OOS-20260909-0018,20260909,h08,1,1.145465774249316,1.0035128525580335,0.9775018886976969,1.029644719039704,1724234.439936791,50690.41559308579,4458218.128420899
OOS-20260909-0019,20260909,h16,2,1.1300017174791153,0.9939020537302412,0.9684219043625278,0.9997870304076908,4043199.699796293,110092.39589276144,9489992.916381894
OOS-20260909-0020,20260909,h07,2,0.886608381865373,1.0303717790118625,1.0477450864209623,1.0343476528985056,548121.7534256718,84109.21711380019,6932983.419098785
OOS-20260909-0021,20260909,h16,2,1.1326636177485352,0.9715925037003873,0.954674715664775,0.9981198757099865,3961754.928787096,108785.24318087677,9496486.18269449
OOS-20260909-0022,20260909,h24,3,1.0022620069703192,0.953865536171851,0.958778916570019,0.9880174423661825,2868069.5599902566,362530.5638187724,72783547.33600946
OOS-20260909-0023,20260909,h23,3,0.8966547113078374,0.9517206070239326,1.015740359773947,0.9945327939384773,37548049.710017614,105947.83467841109,20210215.29397998
OOS-20260909-0024,20260909,h21,2,0.875090687909927,0.9518286498442692,1.0158979196541302,1.042243995542928,4497856.495008832,417267.86791270185,35743736.02061505
OOS-20260909-0025,20260909,h22,3,0.8718745264597639,1.0366429251120608,0.9831166842820129,0.9549856542850974,4924929.126388246,72159.63747822713,13656159.471144605
OOS-20260909-0026,20260909,h22,3,1.1481614631549852,1.01187969506583,1.0478712693505141,0.9807217923164614,6330655.126897416,101285.24576797345,18468283.589949444
OOS-20260909-0027,20260909,h14,4,0.9036913464599464,1.0093659699815698,0.9896429996294436,1.0343975099935236,2042315.6998705445,94930.53298269748,19331131.91400911
OOS-20260909-0028,20260909,h19,4,1.0678660703272471,0.9632628187379587,1.0386253570479838,1.034015835769575,72004497.66566359,534929.3331747599,103754546.80991822
OOS-20260909-0029,20260909,h21,2,1.0074878724227652,0.9706362439599625,0.9829549621007,0.983300820141137,5280682.919347691,464820.48105791904,38824306.62465161
OOS-20260909-0030,20260909,h04,2,0.9681929164983805,0.9980431674559854,0.9754585808637307,1.0229625252937302,8696684.925814427,446562.4562525325,39101981.7964744
OOS-20260909-0031,20260909,h24,3,0.9186087047773018,1.0351048718729583,1.0327182074598438,1.0468893389672331,2852569.0369796795,357896.3537303651,70683601.98896839
OOS-20260909-0032,20260909,h09,5,0.8676746325153298,1.036909113180751,0.95900341080823,0.9880741327406349,9356877.23080141,7952694.018624523,1596342613.3640058
OOS-20260909-0033,20260909,h15,4,1.033159156740638,0.9626046326198616,0.9658875371317918,1.041719902995969,4375904.678253539,281170.7386753282,59079522.56717429
OOS-20260909-0034,20260909,h15,4,1.0572337045230011,1.042199946028144,0.9504314734137487,0.9738173359497149,4848135.203089229,283118.4289856637,56515462.70736446
OOS-20260909-0035,20260909,h10,2,0.9237648541991803,1.0303733310373562,1.0488419392738222,1.0172278985351941,2141601.007312006,182762.1958836642,14799950.25669881
OOS-20260909-0036,20260909,h06,3,1.0832660472387827,0.9529211895895133,0.9521475641207592,0.9544417719802408,1032267.1703767108,227075.24473215925,44346303.44068764
OOS-20260909-0037,20260909,h06,3,0.8935563981547023,1.0136503498623213,0.9697276522150281,1.0253829888267845,905753.7556112297,190766.51578209133,39298948.6256575
OOS-20260909-0038,20260909,h01,3,0.8768749589660327,1.0362219731614348,1.0169860442212963,0.9968494015588781,318022.98506847216,56072.0319287962,10707875.406568881
OOS-20260909-0039,20260909,h03,2,0.957632251298388,0.9930229942617694,1.0255483844440985,0.952429528395848,818768.6780495155,49616.214055147895,3847388.031674961
OOS-20260909-0040,20260909,h11,3,0.9407289736749586,0.9814560206142517,1.0464958185497069,1.017874178065904,4616420.57489777,123801.42572175535,23459821.406123407
OOS-20260909-0041,20260909,h11,3,0.8758294496562679,0.9801536921418649,0.9868434540916424,0.9601440580844772,4292237.343835843,108690.46268787363,20602599.828580152
OOS-20260909-0042,20260909,h24,3,1.1241287799673434,1.0101224744528237,0.9864048522209706,0.9577079591333133,3406523.23447274,418327.2446231228,79129150.35541761
OOS-20260909-0043,20260909,h10,2,0.9262774359174339,0.9560160116519923,1.0413462382632206,0.9704735384848427,1992456.134930293,181949.60830244937,14158111.918441985
OOS-20260909-0044,20260909,h17,3,1.0783884038593647,0.9937806903833176,0.9648916545447793,1.0156230626379272,21433631.44977447,392553.3090700816,80499855.80790424
OOS-20260909-0045,20260909,h17,3,0.940583125475605,1.0451774795917808,0.9949074639881604,1.0327246368793916,19661526.00862305,353040.6836155643,71395207.45330828
OOS-20260909-0046,20260909,h10,2,0.9718500385740098,0.99205087192233,1.0263981365261303,1.0392870437070505,2169280.5258264667,188161.16736202376,15907990.667879608
