heldout_scenario,simulation_id,sample_index,loho_first_stage_sha256,full24_first_stage_sha256,loho_policy_sha256,full24_policy_sha256,loho_heldout_recourse_sha256,full24_heldout_recourse_sha256,heldout_emergency_expenditure,heldout_shortage_loss,heldout_total_cost,full24_policy_heldout_total_cost,heldout_policy_regret_vs_full24,heldout_exercise_Water,heldout_shortage_Water,heldout_exercise_Vaccine,heldout_shortage_Vaccine,heldout_exercise_Crackers,heldout_shortage_Crackers,heldout_raw_total_shortage,heldout_service_level_cross_unit_descriptive,row_sha256,status
h04,LA-0914,914,a5a26517b702ce9d9124a668838c31f4818251e4c4c84b8749362db9db8e3598,b0cd97439c36a8dc0fb2ecbf5d6d0140713fd5e423d17c79a4e8ad127509ad07,4f45ab2d6bcbc82510c8117a97761976b2beefaf203a868fe2b17a9fcd4df6f4,fea7e2bd1f76a7b001baeac8e70c6c4513f3a4e6ebd8c2d56c44a8ced852191d,a9d49207e5499ebc7f9f20c5802732a5a243317e643ed1553e152d7c250db529,65bac2cd0e958a8f5d85e0430746c09dcd3122a9891f1c5365bc629558c7a87f,7314932.511580748,26319999.999999925,40518918.72868275,40518918.72868275,0.0,9000000.0,0.0,0.0,472837.0221327954,39480000.0,0.0,472837.0221327954,0.9903409679418781,73d1e0fb72e8fe8a88f6efc5c79c678a4e24a9030d212428f005d634943d4255,PASS
h04,LA-0802,802,7f85cfeca097240f3e7c8be4eae063b5f897a7f75baa223ec8a6b1359b3c269c,98abb891557869060b34f30516f6af956cc96ed1bb5e54b615d5a1cda32ca7ba,12b662d1d9f77ad2dfebd7b1b445818e3943809f510bc981424267ea210bf6d5,8c68cd363295a80a6c076e957d45b83ecee681984fc17feee92fa4b88a8e79b9,ed00dd148c004690e11eb925aef71d7376b12e0a8c492d3fd631080f0b92cb0d,bf2926a1683a6102bcc67ba0a9c80094a9ee56f5b425b047a174b3fd6b56ee54,11277487.393148426,26319999.999999925,42676415.97159955,42676415.97159955,0.0,9000000.0,0.0,0.0,472837.0221327954,39480000.0,0.0,472837.0221327954,0.9903409679418781,2aa859d7689e7fcc3a99cb253afd9f0697cc308e16603d28d310de7b3659f7b3,PASS
h04,LA-0642,642,3af8306e9d07a336248ba16f08c85ea24cbd96568dc1eefeeb85a011f4c97a8c,46e78e6e42701e48c539ef42555acf45c46431d71b7a9d0bc73e7bd94f862859,f8865a610b658129099e27ca534731203a1d8f330a4927c5c35d907e8b661215,99cd56c56fdba833c6dd1558a25723eb71028448c6e9f459a688864e2573ae3f,efb0c401f6f9ba47ec781c59b9328dcd77f8c89464a5d82e101c3c0e8a1704a2,14741803cc8ad336e1e28cf231217104d82268184a1847a11af2c0040bf5968f,0.0,14800262.4,33938168.25543848,33938168.25543848,0.0,0.0,0.0,0.0,0.0,0.0,39480000.0,39480000.0,0.1935094592750547,28bc14ace9c5afad8956821bac67a9d3360457ee283cd8bd3db931c86aaa748d,PASS
h04,LA-0765,765,68bdcbe4583b7d3eaa821fe191b5c88939c54dbe43a62a49e63a7207c9dbe17b,db5220c6436b325b032342b57b366f0664d9fb27550f29bc808d7d4d309334cb,fb1b19d496931ae233090aeb2ef8aa8716b7761b63260c8b365e36b2ca79140a,9846171180d7fb2337bc339cd1e3d5fe62f34a6d62ed2a15b647a194fbaabd61,f1d17b74703602d738e9be9c826b7f728d40b9ed1f62af0a0b4b551158a5693d,46a1d3c5cfffa424ee7964501ffca889452197f00132040b40fbd929746b851b,5454577.315723758,49637199.999999925,55393152.252159856,55393152.252159856,0.0,0.0,9000000.0,0.0,472837.0221327954,39480000.0,0.0,9472837.022132795,0.8064905407249453,e7db404ffcd6211f1aaad7536689e4e060b4d98c7b3b0e8a0c9de9d72b7e02e2,PASS
h04,LA-0334,334,7c3b39716e9c59ab3662c955acb646026abb92b8478675e190f09df17411142e,93e44626d4e257a2561a87b512ca670b2f6d9f94aadeb1e21cf86f78d7cf52ae,8942ded1e57df0efe4004f053d40c63726af2c7d57169510e903b9780def83bf,8f1f50a2cc179079aae8afd5fc19dbc298a30b64b36e4ec6ac1c244a28a729fe,5279d991fe6a4b0381e126e3ad09218a216dba7cbdd53dbe4283848c3acb6c23,6ba4f6368218f9590e3b7b3a3f304b61289410a86b1580ec59f45395d2be0b70,9822312.087628413,37192847.97628935,47496161.97644683,47496161.97644683,0.0,356883.7516252331,8643116.248374768,472837.0221327954,0.0,0.0,39480000.0,48123116.24837477,0.016949390969575373,d16e94b10c1abd673803053eb073774d340c24e505b0cf503d4b1928eec8076f,PASS
h04,LA-0396,396,2f961374394316419ad44ccb7bc47b6bb68d1c486b2f029f941e7f10bc2bb71c,6aa61f97a73add7082ed9b3484989c97745891b0ec05b9daaa357aa67793bfcf,a8bea987a0da6455e57238ca017d5827a37578ff038aed196aba8a06f637da99,fdcb7e0a151b0e042ddb8b70b2148461491661ff5b5fb2ac41a279daed7535b7,f858788f5fdf9596bf8ee7067d468ed5c47ee81ebeef9f2f2870c2e5008781b2,ae9e38b9559db79d2f4b1a1a36c896f0e7c2c86bf008a4084f5ee54162994803,6873739.372438335,26319999.999999925,37829045.53050287,37829045.53050287,0.0,9000000.0,0.0,0.0,472837.0221327954,39480000.0,0.0,472837.0221327954,0.9903409679418781,6cbd5734af70f658146dd84a31ea173db6216e7bee85064329af24566df9a10f,PASS
h04,LA-0358,358,10b94434050aaee0933a25a3a1982b64a2ca6a8da4dd7e1a4ade12cb45d12220,003111069f562e7bec42cdfdb4ecd4484b45bdd89db2758f9cf1d583de6dade7,17de16b0d6951c01a6ead0d5687d9076ca387d051ab479c45587a6f766e4ba63,6faca3c761acad43136dfdbadf66429a8719fbaff656ed04e4b987c3ad6c177d,b31f8cb6b95e796362301ed266efc01178cc993424f0c5bab49c84031642b6b6,10711bd38699d1c5e71e3edb8dcdaea519809c02411ae8669ef22668077b6937,2233121.787092451,49637199.999999925,54719752.67516655,54719752.67516655,0.0,0.0,9000000.0,0.0,472837.0221327954,39480000.0,0.0,9472837.022132795,0.8064905407249453,3a208dcd1b014172891b537948c007c4362ce6bf85b8cabfbbfbbdfd7f72d8ac,PASS
h04,LA-0467,467,1e1291c56d4ac48f7df5bb8a2ee7241d7ff709e8e80042adc93a3c091e4c69dc,a635e2756ae4b717e8015b783fa663fa4b3976bd9a969e2e286ab451e1a34e91,ff92fa4da627cb4b37efd8f25ae322e1351aeabfb327f2ea869a33f68c40af66,89c4834bc02a71a472899068ee9a2b672c63ad69c04a8d167bb105a28c328bba,270734ec9c0f020456eee402ec9c88503e6ad4513f5d59689d1360f7008707ca,a76680407a671ca296d12e918679b265f40db7b01756dec62227bd2b32759eda,6178059.974883582,18112279.903681375,37250185.75911985,37250185.75911985,0.0,9000000.0,0.0,413336.8513998015,59500.17073299392,0.0,39480000.0,39539500.170733,0.1922940001851945,e0c89819d7ed18c61a7b8674c758dc878f7e97a62e8cedb139d4548238f6cb86,PASS
h04,LA-0021,21,653e9c79c1dec88a3db33ce7a31e9e0d0f7e9c352ce4c26bc4968ae0b4f5fd6d,374653a59e3c08adc8d3795cd0ff0312e192ba14a3b7af6f2b731e26a7e28b22,d9c3a060025385eb351b5e9c657f43ae69ae6434a40dcdf3975a4c44b86639d2,1043c26bc69168369bc901ea703ec25f7f026952832577aa46ccfa6b5ef68654,ffc5fd2e74c3af72e904a65d849e94fc2cade0afb2d3b6d6a1479b4462770a91,21378c857af89236b800eb255b664926ffaa94bff412b79d5f4384e971fe4b06,5148478.687129702,49637199.999999925,59101251.29930052,59101251.29930052,0.0,0.0,9000000.0,0.0,472837.0221327954,39480000.0,0.0,9472837.022132795,0.8064905407249453,146b22a4cfeef082ad77bfd73d1458f5c3e032bd3330638f9f1903a2782c174d,PASS
h04,LA-0148,148,d0d970cce441b6e97a9d51976a8a6b97d24fd3ce72579cc1e60730b1083a2df9,6024117e31a15079dfc0da4753540f87fa9c5e5d594252437835ea999ba8b650,1b1b3722ae4751de993aa9353f0ca3779941448b0cc858f6def33acfc275c85a,259b6d6901da74ab80c15b5199bb5a1c25a6ab4cb43397349702a7cba5f85bd5,e76d4dc5c05ac328184c60f1c3297fbe06f9d208eecf9dfdb6700ea906cd822c,d0d36e49b23d33757a6c1e0abef575d6daa761d402dfe168af44787012fe2aab,4895487.515407861,49637199.999999925,60751325.824198656,60751325.824198656,0.0,0.0,9000000.0,0.0,472837.0221327954,39480000.0,0.0,9472837.022132795,0.8064905407249453,ec03cc6dfae49ebc2146a4c402f06c0021e560da52ee4fa4dad9fdd1d635bbd3,PASS
h04,LA-0248,248,9f38bda8a16d9afa2c1f55530c8d21cad39209b06c76ef64228018dab364e16d,cc6c03b75aebb3dbd819f61ada7ee6c45e5e5a3267965dc0da52a596e2099132,8b688f954121def249693295bd3430ebb08f6be9f5f37867645687cbde029673,c62849d21859bf8c6a8a5581a9853918d0565e2f76d73c64f450d470d3ca310b,6c315739b2cb51a7d86ee77bfaa66f81e216b81a4068a315cbe6e3dea75e4fa9,17839ea5fec1b39d223c31d789a3ac8bd9b842b4bba528b4f7e39a0c46f18462,0.0,14800262.4,33938168.25543848,33938168.25543848,0.0,0.0,0.0,0.0,0.0,0.0,39480000.0,39480000.0,0.1935094592750547,6fdf8013eed26a90db0a4109aaefe90d5e57f1da6ede2f06001a1ce2aa0bd447,PASS
