heldout_scenario,simulation_id,sample_index,input_sha256,training_scenario_count,budget,algorithm_identity,implementation_revision,status,certificate_status,iterations,full_exact_certification_calls,result_sha256,failure_type,failure_message,first_stage_sha256,policy_sha256,policy_label,training_T_COST,training_worst_scenario,training_worst_loss,first_stage_cost,Q_Water,F_Water,R_Water,Q_Vaccine,F_Vaccine,R_Vaccine,Q_Crackers,F_Crackers,R_Crackers,row_sha256,full24_source_first_stage_sha256,full24_policy_sha256
h13,LA-0914,914,ee8287c989d9f42998cac1b0ade9bc594e098eb99d83ed33e878189f5cc95b45,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,5a93bbf04a71cb2659e171d346fb846d2d4dbe0762d2008d0cb2944b5981a9aa,,,11500ef464f0be328b37c63ebe1033b85a3333d509a8ad17331a9739592487d9,4f45ab2d6bcbc82510c8117a97761976b2beefaf203a868fe2b17a9fcd4df6f4,P4,1212254701.0327225,h09,1205370714.8156204,6883986.217102075,0.0,20834416.584864948,R0,0.0,0.0,NONE,0.0,197240916.1613329,R0,672ffc21ae812207b55685e086f45a76586e4610271bcafdd38130be15dabb8f,5781a113e0147f440d32596ad5362f958cee8a07f32c8cd8365aced4e52793e2,fea7e2bd1f76a7b001baeac8e70c6c4513f3a4e6ebd8c2d56c44a8ced852191d
h13,LA-0802,802,08d200d068730669000640f9037f4ea66dcff16c72d21874b825ba042565721f,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,a606983fa4d6f60af1593a8d6530a8549ad9481c985c308abea4032fd7b3f389,,,70ec9d21e4a6f563fdcf34fb1542cc64bdb6cc28a6c941b5c17ebd49678eebf5,12b662d1d9f77ad2dfebd7b1b445818e3943809f510bc981424267ea210bf6d5,P4,1228589997.4005196,h09,1223511068.8220685,5078928.578451205,0.0,12280877.45567742,R0,0.0,0.0,NONE,0.0,64808565.87198676,R0,2ca3e2ad69c95eebb1897062181d48c49e1f2382fa82c88c39b9f8ef70eac4e3,14850fcbb4039461ac3473e5167138bad44c78f72304891cf1224949e7c0fb9b,8c68cd363295a80a6c076e957d45b83ecee681984fc17feee92fa4b88a8e79b9
h13,LA-0642,642,df36bdc338b56dbdb6049ba0f8338289089a63b99a8d10e273f60fe82107fd03,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6,2,a5bcebb5e82bb1dba0f4fb77ecf7c3e577d24d841a46436230ba6a234a8f935d,,,0e8abb0324494e128fcfd516e7d5ee022a8b9a7cd96e529d024b4e190a58108e,f8865a610b658129099e27ca534731203a1d8f330a4927c5c35d907e8b661215,P1,1221165897.9019191,h09,1202027992.0464807,19137905.85543848,14229721.617536936,0.0,NONE,688215.5357769008,0.0,NONE,0.0,0.0,NONE,11cbc6c603ff00d45c5f6d2ecb1e8df630f9a850cc4a887315835e5166545544,00fad34c6985a1520333da73f27ab22a1345cd2dbac3cfe4ad0469ff5a7a2175,99cd56c56fdba833c6dd1558a25723eb71028448c6e9f459a688864e2573ae3f
h13,LA-0765,765,029044c21e5aaa3ef1fdc23ba9f93ecbcab421d4ba2aea33a2a93e86bd5dc97c,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,e28197006073f4fc1b315b1d536c706d80a11d1dc354d7bae1a305015aeffa38,,,f4fd063c1a4cad6978193802198927215065fef839770b7e22471955ef80081f,fb1b19d496931ae233090aeb2ef8aa8716b7761b63260c8b365e36b2ca79140a,P4,1224998391.0126872,h09,1224697016.076251,301374.93643616757,0.0,0.0,NONE,0.0,0.0,NONE,0.0,248652680.22669795,R0,c545de2d3d0f73d801ff4f212c2a03ca81204dc0512afc1ea9b3401e3cae8ec1,75ea928a548f83ac5dee4837c163a541cd2cd8e00856b314283b074725a9bf0e,9846171180d7fb2337bc339cd1e3d5fe62f34a6d62ed2a15b647a194fbaabd61
h13,LA-0334,334,edaf1d3f884b2a1b1bc5dfef3d1a8ae510e3ba39112540125e89d3ae561834b0,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,587db4d099dfdb163109425f101dfa2c8c72316e4d23c6f16012d8732a94485e,,,99a50b2071b45a79b79bf612e13f5dca4637c0d26d383fcdb2743cfc2e681ca0,8942ded1e57df0efe4004f053d40c63726af2c7d57169510e903b9780def83bf,P4,1224359243.616294,h09,1223878241.703765,481001.9125290711,0.0,406888.4396914717,R0,0.0,1139586.1257755752,R0,0.0,0.0,NONE,d65c2d482a3a2e59cda068f849c67b52783f172d09e509f257d68bde5d05ace6,3ab8080c2cd9b2d8e60d97139b586fb8609b1bc5ea7a6c20729dcfd0f8d4519f,8f1f50a2cc179079aae8afd5fc19dbc298a30b64b36e4ec6ac1c244a28a729fe
h13,LA-0396,396,4a8ce3956cb01a1d091e6fc01863a6d00473bea19495791f759d72580abea560,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,8d214c0ace94b010e98776d074d5eb0cad7b9b268df43ff2707d5cf02f8b0369,,,929620b380b7b1f8e4515f586413f0cebacf05e2043c51ed44120f22b57556b1,a8bea987a0da6455e57238ca017d5827a37578ff038aed196aba8a06f637da99,P4,1195686432.2114403,h09,1191051126.0533757,4635306.158064613,0.0,12283041.448163489,R0,0.0,0.0,NONE,0.0,168482864.2128283,R0,180a023f895cf11a8fad9e8a1a556c0e87ba15c7118fa9fd179850a4f2a9e5c5,6321601fb1544f6fa904d6dc8c1f4396442dac34e9260793551cab38bec52802,fdcb7e0a151b0e042ddb8b70b2148461491661ff5b5fb2ac41a279daed7535b7
h13,LA-0358,358,65f12d3443be917eb572e0eca29833f1866f1a45141d44db32bfff161cc2c593,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,32f82ed247257b8e84236771ed4dca7da441e46c13029bf0cf0be4d650057f5a,,,500437d4b6b6d29a23b1bff4297c24586f12693dcc680f14319f6dd68c62145a,17de16b0d6951c01a6ead0d5687d9076ca387d051ab479c45587a6f766e4ba63,P4,1168155110.8672476,h09,1165305679.9791734,2849430.888074171,0.0,0.0,NONE,0.0,0.0,NONE,0.0,868192363.9856374,R0,93d2691aa4000d9e9ce5a7f8fb5b09adf602421e03a9b0be9627f4cfc9a8ff31,fb1dc2ff59df43241a9a4691b0c60828a912025060f1637cde4dda39f5e525cd,6faca3c761acad43136dfdbadf66429a8719fbaff656ed04e4b987c3ad6c177d
h13,LA-0467,467,10bba651114fcf8a3e1f592ebce456644653baea223751f04413e110919e8399,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,f3497abaf450e29b57b1f4fc28333e3ef5c4e6dbcb1a7555e5e9b3aaa1fdbea0,,,7a30783b290d8ab59de2cef34beed5355ef95a1422ded33aae3310ed1408358d,ff92fa4da627cb4b37efd8f25ae322e1351aeabfb327f2ea869a33f68c40af66,P4,1229783603.3591182,h09,1216823757.4785633,12959845.880554896,0.0,23179337.24593857,R1,0.0,776008.295513691,R1,0.0,0.0,NONE,f988b92910381d2a280471147321a855ecd59b12d60a8c11f2ff9721dbc24827,459cdf77a9f30bf46b6834568261fc6193863ac4968604741fab07b60e882b8c,89c4834bc02a71a472899068ee9a2b672c63ad69c04a8d167bb105a28c328bba
h13,LA-0021,21,9c0c8e916a30a3fa9f17a2b27ecaaa74ee626fafee16b17aef6e1fa739cc5936,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,17ea755199cb989cc27a29f0c87dcfbb59bb514e1c62fcdca2c4f397900d25ee,,,d1a32e3d8aa7e95df60999a5d09dab27bff1fec8384d21f43bb3a4199c49df50,d9c3a060025385eb351b5e9c657f43ae69ae6434a40dcdf3975a4c44b86639d2,P4,1233499223.9417398,h09,1229183651.3295689,4315572.612170886,0.0,0.0,NONE,0.0,0.0,NONE,0.0,267830195.45473477,R0,e9bb8d14d133df860752c83677e93289ae08bc22500eff8051e3390ec069cb62,fbb66c657174c3eb494e70bcbf150d790ef245ef49a7f4c520736f540e2a0b67,1043c26bc69168369bc901ea703ec25f7f026952832577aa46ccfa6b5ef68654
h13,LA-0148,148,7151e912cd4a11e3ecf51701a50a70afb496f08ac17c31ec24434fead2eac7fd,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3,2,43c0e01d3be0873931731b55786a66850f53fdbca8671dabee7d0e3d69a2a5c6,,,df921822d95fb36d59744e24ece5099f4854391f7780f55bc7718a6ea5bb587d,1b1b3722ae4751de993aa9353f0ca3779941448b0cc858f6def33acfc275c85a,P4,1237050663.6348436,h09,1230832025.3260527,6218638.30879087,0.0,0.0,NONE,0.0,0.0,NONE,0.0,134080467.9226798,R0,d7b8540b6a68f707d314839376b36d5c5eba1e5473abf4020180ecfb3d550404,70144a1e05815d4dc6b051fb2e96f5a208050735c21579657d4987fc5d3bfdbc,259b6d6901da74ab80c15b5199bb5a1c25a6ab4cb43397349702a7cba5f85bd5
