heldout_scenario,simulation_id,sample_index,input_sha256,training_scenario_count,budget,algorithm_identity,implementation_revision,status,certificate_status,iterations,full_exact_certification_calls,result_sha256,failure_type,failure_message,first_stage_sha256,policy_sha256,policy_label,training_T_COST,training_worst_scenario,training_worst_loss,first_stage_cost,Q_Water,F_Water,R_Water,Q_Vaccine,F_Vaccine,R_Vaccine,Q_Crackers,F_Crackers,R_Crackers,row_sha256,full24_source_first_stage_sha256,full24_policy_sha256
h02,LA-0914,914,ee8287c989d9f42998cac1b0ade9bc594e098eb99d83ed33e878189f5cc95b45,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,5,2,61270a461c808a74e8893d982fc34d5abeaba339c64e391d74bf9cd7ac304496,,,819fadd42d157d7ef930b97783ea6953c389313907e432e719ee7f0d122a55ff,16afa4e14240c0c6b467dac77a734915f723529d61f9b89b774cbff8402a6e28,P4,1212254701.0327225,h09,1205370714.8156204,6883986.217102072,0.0,0.0,NONE,0.0,2298064.837931671,R0,0.0,0.0,NONE,c2501b8c840b4b5e54bb009273020cc77ba22491f4b0b8e83d8b5c3626328bcd,5781a113e0147f440d32596ad5362f958cee8a07f32c8cd8365aced4e52793e2,fea7e2bd1f76a7b001baeac8e70c6c4513f3a4e6ebd8c2d56c44a8ced852191d
h02,LA-0802,802,08d200d068730669000640f9037f4ea66dcff16c72d21874b825ba042565721f,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,5,2,d40c34a3fb922ccf6410f61e13790ab2ce5f4a7f3a79b0eeffc8d08cc3a3d008,,,8a85d5b14193610a35023356bad8321d93acd885a0a7bfa4b3fcea5ff8e512c4,237dbda12fd6e36c01e914fc90c4fc37dc587c72d53b3be6da5c7a60816bbde9,P4,1228589997.4005196,h09,1223511068.8220685,5078928.578451205,0.0,0.0,NONE,0.0,1008061.4488046037,R0,0.0,0.0,NONE,bc263d58e68777a12086a5b190c852412fe1682ab92b87a402cf1632ac18065d,14850fcbb4039461ac3473e5167138bad44c78f72304891cf1224949e7c0fb9b,8c68cd363295a80a6c076e957d45b83ecee681984fc17feee92fa4b88a8e79b9
h02,LA-0642,642,df36bdc338b56dbdb6049ba0f8338289089a63b99a8d10e273f60fe82107fd03,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,5,2,f5371d02481e8cb68fa46b6f81461aedf94a8c528015b74dc5ba2f8db5a7fddf,,,0884d7432a1fe6ade165a4cab55b73f63090ead69bb51042e7a9ab6a557805e3,f8865a610b658129099e27ca534731203a1d8f330a4927c5c35d907e8b661215,P1,1221165897.9019191,h09,1202027992.0464807,19137905.85543848,14229721.617536936,0.0,NONE,688215.5357769008,0.0,NONE,0.0,0.0,NONE,296c5a5c36a7af732daf532a12a12e4eb2d454686ba07a23512fff8985580c43,00fad34c6985a1520333da73f27ab22a1345cd2dbac3cfe4ad0469ff5a7a2175,99cd56c56fdba833c6dd1558a25723eb71028448c6e9f459a688864e2573ae3f
h02,LA-0765,765,029044c21e5aaa3ef1fdc23ba9f93ecbcab421d4ba2aea33a2a93e86bd5dc97c,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,3c6bb23c9841100393a86ee0c6a09c8a879d9d6e84038e082d7051fb9efb6c7f,,,e926c0f21c2fe988ade541a1afb4280da5f6c4cc1adc39516bd4c9435e5ce45c,6ce5fc8ffbf2fac058cadd1b54b9ea9c77404426d077678cad1e3ebe9f7e3de2,P4,1224998391.012687,h09,1224697016.0762508,301374.9364361677,0.0,18967474.959288407,R0,0.0,0.0,NONE,0.0,117568242.20780018,R0,134c1c61a88380df1df677c174f0cf14cde2c8f5f7338673f570e1da4475f567,75ea928a548f83ac5dee4837c163a541cd2cd8e00856b314283b074725a9bf0e,9846171180d7fb2337bc339cd1e3d5fe62f34a6d62ed2a15b647a194fbaabd61
h02,LA-0334,334,edaf1d3f884b2a1b1bc5dfef3d1a8ae510e3ba39112540125e89d3ae561834b0,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,15ceee70580e83dc30fee1817eebdb3b463acd4bc1664377ee5496d1dcb6a831,,,5ccc66a4844127b8c16f3ae1d21c183554fda97de3fdba7c1d447a13f3230ea5,8942ded1e57df0efe4004f053d40c63726af2c7d57169510e903b9780def83bf,P4,1224359243.616294,h09,1223878241.703765,481001.9125290711,0.0,406888.4396914717,R0,0.0,1139586.1257755752,R0,0.0,0.0,NONE,3e5af9fc5c7b1f016f8ffeecd059a89b16a2394967b77520b97beb7da1ed1558,3ab8080c2cd9b2d8e60d97139b586fb8609b1bc5ea7a6c20729dcfd0f8d4519f,8f1f50a2cc179079aae8afd5fc19dbc298a30b64b36e4ec6ac1c244a28a729fe
h02,LA-0396,396,4a8ce3956cb01a1d091e6fc01863a6d00473bea19495791f759d72580abea560,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,4,2,72535fb3f40b5e2cabb9bcde0b787b94c4257a79984d7774b3f0708808249a23,,,a2598ba32d237c915e3a82dbaf653efe4879e5fa4694f32a1b2e19598b998ac0,a8bea987a0da6455e57238ca017d5827a37578ff038aed196aba8a06f637da99,P4,1195686432.2114403,h09,1191051126.0533757,4635306.158064613,0.0,12283041.448163489,R0,0.0,0.0,NONE,0.0,168482864.2128283,R0,0a48d8c76c33772085dae8bd56031acecf9a167f1650c5433e1ace5043cc7807,6321601fb1544f6fa904d6dc8c1f4396442dac34e9260793551cab38bec52802,fdcb7e0a151b0e042ddb8b70b2148461491661ff5b5fb2ac41a279daed7535b7
h02,LA-0358,358,65f12d3443be917eb572e0eca29833f1866f1a45141d44db32bfff161cc2c593,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,5,2,c969d6543a40edcea943bbce86bbd57fd543e56db52f8477b934a1c1b302c97b,,,0d4a0cc36f107dd6c08e92587e201bf2c88b14c84db39ce1d3486bad6f56e567,17de16b0d6951c01a6ead0d5687d9076ca387d051ab479c45587a6f766e4ba63,P4,1168155110.8672476,h09,1165305679.9791734,2849430.888074171,0.0,0.0,NONE,0.0,0.0,NONE,0.0,868192363.9856374,R0,cb2fb3beaf8d3f3240a187f539d1df8d5682a49fec507ee490c3e31e8ae48bda,fb1dc2ff59df43241a9a4691b0c60828a912025060f1637cde4dda39f5e525cd,6faca3c761acad43136dfdbadf66429a8719fbaff656ed04e4b987c3ad6c177d
h02,LA-0467,467,10bba651114fcf8a3e1f592ebce456644653baea223751f04413e110919e8399,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,5,2,b5b8506168c8bd43f045ea6cd74cf8f98f282b741a85a7d6717c51a5692ec498,,,10af06b9aea2c08d8c6c851bcd256ae01fddacd4517bab35a297199438340d73,d20e4f88c060f532e6f984d82897edbe61eb8f34165b2002ec8e69789bb3aab1,P4,1229783603.3591185,h09,1216823757.4785635,12959845.880554894,0.0,0.0,NONE,0.0,1854856.8679622686,R1,0.0,0.0,NONE,b5519ff557f3e0047f2ce01e8467ade6f015a75786d17d53b8eb3b5309e111e0,459cdf77a9f30bf46b6834568261fc6193863ac4968604741fab07b60e882b8c,89c4834bc02a71a472899068ee9a2b672c63ad69c04a8d167bb105a28c328bba
h02,LA-0021,21,9c0c8e916a30a3fa9f17a2b27ecaaa74ee626fafee16b17aef6e1fa739cc5936,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,5,2,04cbb0c0ae50788d2bd613023252a97c12fb8b19b4456e00209c72fc1611be35,,,b0882aeb41d119531f06d366aa05481f3be31461d4894958c4ec1a99f08257f0,3ae0cc29da29ef00d60e1a55167dd090c0aac06591eeacff9fd3d6078b2f4167,P4,1233499223.9417398,h09,1229183651.3295689,4315572.612170885,0.0,0.0,NONE,0.0,1803754.3775522949,R0,0.0,0.0,NONE,894082750f231564269c26e36c8a0d57078a8a03b17e60ef73fb2f86cda731d4,fbb66c657174c3eb494e70bcbf150d790ef245ef49a7f4c520736f540e2a0b67,1043c26bc69168369bc901ea703ec25f7f026952832577aa46ccfa6b5ef68654
h02,LA-0148,148,7151e912cd4a11e3ecf51701a50a70afb496f08ac17c31ec24434fead2eac7fd,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6,2,7aae654a366e9e76edeebb033e7cbd6fda3a848c8ca05dea894e1a499e42f90d,,,350d398d5b40e81229e73105449f4d95cd4b904f8596e25cd9641f305af0970c,1b1b3722ae4751de993aa9353f0ca3779941448b0cc858f6def33acfc275c85a,P4,1237050663.6348436,h09,1230832025.3260527,6218638.30879087,0.0,0.0,NONE,0.0,0.0,NONE,0.0,134080467.9226798,R0,4c6bf54cda6bcef77b61832e196673e7a6f3228027b3cf2b91127c1f314bfd74,70144a1e05815d4dc6b051fb2e96f5a208050735c21579657d4987fc5d3bfdbc,259b6d6901da74ab80c15b5199bb5a1c25a6ab4cb43397349702a7cba5f85bd5
