heldout_scenario,simulation_id,sample_index,loho_first_stage_sha256,full24_first_stage_sha256,loho_policy_sha256,full24_policy_sha256,loho_heldout_recourse_sha256,full24_heldout_recourse_sha256,heldout_emergency_expenditure,heldout_shortage_loss,heldout_total_cost,full24_policy_heldout_total_cost,heldout_policy_regret_vs_full24,heldout_exercise_Water,heldout_shortage_Water,heldout_exercise_Vaccine,heldout_shortage_Vaccine,heldout_exercise_Crackers,heldout_shortage_Crackers,heldout_raw_total_shortage,heldout_service_level_cross_unit_descriptive,row_sha256,status
h08,LA-0914,914,d00e581bcfa76fa6625e761ad270c8cb0603c7d8ff4445d1dd9e20bb359164b0,b0cd97439c36a8dc0fb2ecbf5d6d0140713fd5e423d17c79a4e8ad127509ad07,4f45ab2d6bcbc82510c8117a97761976b2beefaf203a868fe2b17a9fcd4df6f4,fea7e2bd1f76a7b001baeac8e70c6c4513f3a4e6ebd8c2d56c44a8ced852191d,0416649589616b98ece1b19a81569af7b147493749b49b9edaa873eb3ebdc066,4fce3c68b30e506c62abf5ee3802e0b6fd3522242e9e1b4c5e61326058fa5cb4,1017719.6241763345,2519999.9999999925,10421705.841278402,10421705.841278402,0.0,1500000.0,0.0,0.0,45271.6297786719,3780000.0,0.0,45271.6297786719,0.9914987191403505,f058bff4f6d9cc95719ffd38646816a281a1e91684a98a16cb9e49da4ba4fb67,PASS
h08,LA-0802,802,cdc418d5e8752ef1e393bd205b7e3e0d606f0e75a6e64353a8b1091e961a59c5,98abb891557869060b34f30516f6af956cc96ed1bb5e54b615d5a1cda32ca7ba,12b662d1d9f77ad2dfebd7b1b445818e3943809f510bc981424267ea210bf6d5,8c68cd363295a80a6c076e957d45b83ecee681984fc17feee92fa4b88a8e79b9,e1de93e231c8aa494541cfcc23056a63c9ea944d14298d2df9caad3bc0a4282c,54a83162b626f081e3339ba7f39139b0a46e371f6e278485ff74d3a1007fb52b,1569026.127477987,2519999.9999999925,9167954.705929184,9167954.705929184,0.0,1500000.0,0.0,0.0,45271.6297786719,3780000.0,0.0,45271.6297786719,0.9914987191403505,2035c440b007e3e0707b75c9bdf0fed2d05ef4fadf8cc4ba6ff2e9b5b4005a48,PASS
h08,LA-0642,642,768e80d99d1d4c8648ab195f8a55f0f50fed3da7582f1cc6243670fbb1fc7e57,46e78e6e42701e48c539ef42555acf45c46431d71b7a9d0bc73e7bd94f862859,f8865a610b658129099e27ca534731203a1d8f330a4927c5c35d907e8b661215,99cd56c56fdba833c6dd1558a25723eb71028448c6e9f459a688864e2573ae3f,3cf1c706b5e97856a62179eefaa88f599264ea708cfaba8faf87074c5e67e5b4,86c8375eafbd2222e2fd168e358b760d31091eb0bc7a6e510126c991ecf55377,0.0,1417046.4,20554952.255438477,20554952.255438477,0.0,0.0,0.0,0.0,0.0,0.0,3780000.0,3780000.0,0.2901770533427036,9fece04a02573dcd820c15e8748a6837c2792c44b6f9c0eaef9658fe6583fc48,PASS
h08,LA-0765,765,76174b239a8c06f925c74a4f0b58a37298ff2760ac8d955b30b8cf8362402752,db5220c6436b325b032342b57b366f0664d9fb27550f29bc808d7d4d309334cb,fb1b19d496931ae233090aeb2ef8aa8716b7761b63260c8b365e36b2ca79140a,9846171180d7fb2337bc339cd1e3d5fe62f34a6d62ed2a15b647a194fbaabd61,f2a9df77381fd2e87ce3e3c01520e7daac6387c600dd3da958228cc7c11f0acd,d0bf2294bc30eb99c650f85557ea654639327fd4c924ebeece92f29b2b412f9d,522246.7642714236,6406199.999999993,7229821.700707584,7229821.700707584,0.0,0.0,1500000.0,0.0,45271.6297786719,3780000.0,0.0,1545271.629778672,0.7098229466572964,a4e56bc00ffac7f2e293bef454add12c4958bb14bfe8430d6401ec4f8d7c7507,PASS
h08,LA-0334,334,cd3662339c92faf4cfae5a1291dd9c7783ac0e3f42d598bf42ec8b87762c131e,93e44626d4e257a2561a87b512ca670b2f6d9f94aadeb1e21cf86f78d7cf52ae,8942ded1e57df0efe4004f053d40c63726af2c7d57169510e903b9780def83bf,8f1f50a2cc179079aae8afd5fc19dbc298a30b64b36e4ec6ac1c244a28a729fe,cac8267d9618e9e5bb7d67045d3737e84c7989e632bcf53b630555b3440f9550,931e502e89bb78c5b24275ee54aec3da8aba67c83378eb8a8faadd9b1163dd5d,1246500.4648074494,4365768.747113208,6093271.124449729,6093271.124449729,0.0,361848.7157969708,1138151.2842030292,45271.6297786719,0.0,0.0,3780000.0,4918151.284203029,0.07645062522239143,00b0fd6fbed5185665f268d4e30a6f7368f1929d47358bde44d5c4cf53123eb2,PASS
h08,LA-0396,396,aa2ee9904be2ed66886f1c0b8e13abd02e5d30536c360f3459c3c91199d51470,6aa61f97a73add7082ed9b3484989c97745891b0ec05b9daaa357aa67793bfcf,a8bea987a0da6455e57238ca017d5827a37578ff038aed196aba8a06f637da99,fdcb7e0a151b0e042ddb8b70b2148461491661ff5b5fb2ac41a279daed7535b7,3af064dfa36b694ff42b2b4b57ec354d29a3368fcd5303f094e395a68b54434f,d022740ab76e2fc303961e69c97d60d07484036f29db566d4f8e300fa692afcd,956336.8410752827,2519999.9999999925,8111642.999139888,8111642.999139888,0.0,1500000.0,0.0,0.0,45271.6297786719,3780000.0,0.0,45271.6297786719,0.9914987191403505,bfb91dacfdd6282550efd2b4d0ef02cb15a75622296d263034c19f2e3bd0bf42,PASS
h08,LA-0358,358,ff503617f3e560d30a370bb7899ad18a3054e5bb7389cfaee44d5ba063723d50,003111069f562e7bec42cdfdb4ecd4484b45bdd89db2758f9cf1d583de6dade7,17de16b0d6951c01a6ead0d5687d9076ca387d051ab479c45587a6f766e4ba63,6faca3c761acad43136dfdbadf66429a8719fbaff656ed04e4b987c3ad6c177d,4e7263c8b70a7f406b3a384bea8967872523ff48dd6865262aef97f7075bd8ce,0805b8f44e2f5c20f956a50af640b444284958b59cbc205e107d113e1299ec40,213809.53280672405,6406199.999999993,9469440.420880888,9469440.420880888,0.0,0.0,1500000.0,0.0,45271.6297786719,3780000.0,0.0,1545271.629778672,0.7098229466572964,602b1f99310d26dc60c37650d8c9c15a09789fda2e649b0987c6528847fe4e73,PASS
h08,LA-0467,467,dae9d4a3c4563060eae553178e08bec1ff035cd28651b456bf52d6bf9fa72d35,a635e2756ae4b717e8015b783fa663fa4b3976bd9a969e2e286ab451e1a34e91,ff92fa4da627cb4b37efd8f25ae322e1351aeabfb327f2ea869a33f68c40af66,89c4834bc02a71a472899068ee9a2b672c63ad69c04a8d167bb105a28c328bba,8d0c08b888e9aca97000749651e0492c9a2018e437554b967db9dda4a699f7e4,74ea7d433e812096b1de3942585a420e29795afdd34fe1f3f505aa44ed341e90,854349.3123690209,1417046.4,15231241.592923917,15231241.592923917,0.0,1500000.0,0.0,45271.6297786719,0.0,0.0,3780000.0,3780000.0,0.2901770533427036,ef3fe50441f81b8041d3dd5bd65e95d3ada8be94957a527cd28d2beae34e799d,PASS
h08,LA-0021,21,a21aec24af690814d833f2d20f63088df7c0e4edadfeec09483b1b53c2ece02c,374653a59e3c08adc8d3795cd0ff0312e192ba14a3b7af6f2b731e26a7e28b22,d9c3a060025385eb351b5e9c657f43ae69ae6434a40dcdf3975a4c44b86639d2,1043c26bc69168369bc901ea703ec25f7f026952832577aa46ccfa6b5ef68654,95e30d46a83c11273904c79b7abe99de2825d56e449d992ae2c374e53f72e2ff,202a81f5396e4a0c3bfc9abc4cdd6d9ba4a08187c65b9b82f29f3a62d893fbdf,492939.4487677375,6406199.999999993,11214712.060938615,11214712.060938615,0.0,0.0,1500000.0,0.0,45271.6297786719,3780000.0,0.0,1545271.629778672,0.7098229466572964,ce91bf1c37a0cb2100873ece0580a47bda609cbd4eb157e1f4ca3a9d334b10e4,PASS
h08,LA-0148,148,d6397fe1a22812f68902ffa2ff9c8c438ed76517de34a903e6dfa4f1873efa6d,6024117e31a15079dfc0da4753540f87fa9c5e5d594252437835ea999ba8b650,1b1b3722ae4751de993aa9353f0ca3779941448b0cc858f6def33acfc275c85a,259b6d6901da74ab80c15b5199bb5a1c25a6ab4cb43397349702a7cba5f85bd5,3b82e9eea9cef0ff5f44f374fd4c4813a4171d9f08e3c3ce87c6176cf2892871,7f1387ca81b711a59b47a064b22835c520641aeeb2b0fb464635b58974bc0fbe,468716.88977309305,6406199.999999993,13093555.198563956,13093555.198563956,0.0,0.0,1500000.0,0.0,45271.6297786719,3780000.0,0.0,1545271.629778672,0.7098229466572964,f13b16a81e24d6a1aa8cf358ca1d1aeb495c6872900f8e2c522ab31cd65ac557,PASS
