heldout_scenario,simulation_id,sample_index,loho_first_stage_sha256,full24_first_stage_sha256,loho_policy_sha256,full24_policy_sha256,loho_heldout_recourse_sha256,full24_heldout_recourse_sha256,heldout_emergency_expenditure,heldout_shortage_loss,heldout_total_cost,full24_policy_heldout_total_cost,heldout_policy_regret_vs_full24,heldout_exercise_Water,heldout_shortage_Water,heldout_exercise_Vaccine,heldout_shortage_Vaccine,heldout_exercise_Crackers,heldout_shortage_Crackers,heldout_raw_total_shortage,heldout_service_level_cross_unit_descriptive,row_sha256,status
h19,LA-0914,914,ba83ddd4e5fb4e16c2eaa2f311b54e34bc30ef9377154420ed8c94904309986c,b0cd97439c36a8dc0fb2ecbf5d6d0140713fd5e423d17c79a4e8ad127509ad07,4f45ab2d6bcbc82510c8117a97761976b2beefaf203a868fe2b17a9fcd4df6f4,fea7e2bd1f76a7b001baeac8e70c6c4513f3a4e6ebd8c2d56c44a8ced852191d,9de1f6000ef33e769da9854181015bad05684aff37667166afba58834c99687d,760daf2a4001ee11ca07bf3d540d9720cc00f8ece22bec04a88c5b3f6908a8b8,12253919.638336403,179574234.45408538,198712140.30952385,198712140.30952385,0.0,11050148.813460918,58949851.18653908,0.0,482303.82293762435,93964360.0,0.0,59432155.00947671,0.6385931241909033,5e633781b2b05f3fcd30ef8beb456309f83ae6ec05bebe75bcf2f13ebd99f2ad,PASS
h19,LA-0802,802,768573d348368052a94467d0cb5c36c42716b2b2b0ffed8d70e0c16327e3d2b2,98abb891557869060b34f30516f6af956cc96ed1bb5e54b615d5a1cda32ca7ba,12b662d1d9f77ad2dfebd7b1b445818e3943809f510bc981424267ea210bf6d5,8c68cd363295a80a6c076e957d45b83ecee681984fc17feee92fa4b88a8e79b9,757da34180ab334a11de1d91023e9556f447b148197add259261a61d578ba3a7,2c8c30a5f8ac1a1da02011d9e45172e5b00a1a7a663a37e014632f57923f8dc8,14058977.276987273,195909530.8218826,215047436.6773211,215047436.6773211,0.0,10182221.620394152,59817778.379605845,0.0,482303.82293762435,56387880.60392694,37576479.39607306,97876561.59861653,0.4048127257601176,279d2ed54d148c7d88cad973ebd6d0b359d72a0b58e0b140329801b15fa3f293,PASS
h19,LA-0642,642,475671aaf55b36436662ce6c68d7da3421578e891bd1ffb21f2ec015e66647d8,46e78e6e42701e48c539ef42555acf45c46431d71b7a9d0bc73e7bd94f862859,f8865a610b658129099e27ca534731203a1d8f330a4927c5c35d907e8b661215,99cd56c56fdba833c6dd1558a25723eb71028448c6e9f459a688864e2573ae3f,e5e3f7c9abd440abb533920208cccf8b57c368c0bb0ae2764cff307b7d41b2f9,50d9e3faa48407a44020ffa447dd2248aa268517892d1bdcd504987df2be1813,0.0,187355874.4076685,206493780.26310697,206493780.26310697,0.0,0.0,58719513.32826481,0.0,0.0,0.0,93964360.0,152683873.3282648,0.07152951735973201,964603445fa370c859e334f64fcde5b202b29a22e220057432460e5cb718b8f6,PASS
h19,LA-0765,765,32b3093fc47fd0dded5cb098164acff47d087f920294243c7c9c259c91ebcb84,db5220c6436b325b032342b57b366f0664d9fb27550f29bc808d7d4d309334cb,fb1b19d496931ae233090aeb2ef8aa8716b7761b63260c8b365e36b2ca79140a,9846171180d7fb2337bc339cd1e3d5fe62f34a6d62ed2a15b647a194fbaabd61,17b3811edfcaebf688ef2b9d7c5583630bdce879ec3d9476d5616965e9a75160,a1d07057de7000b3c1eebc281a7d553bdce75bc7eeac14f12bfb2d16dd618e19,12982164.806041054,208202959.99999994,221486499.74247718,221486499.74247718,0.0,0.0,70000000.0,0.0,482303.82293762435,93964360.0,0.0,70482303.82293762,0.571397180189517,7dd085b2b0bf55b12a65b86d934db15bdb09f33dfdbab0892c60d43d64460445,PASS
h19,LA-0334,334,d1ea3dfdc0dcbe5395181b9f9aa164e5bf219cacf31e8e2796839b121eeb07f1,93e44626d4e257a2561a87b512ca670b2f6d9f94aadeb1e21cf86f78d7cf52ae,8942ded1e57df0efe4004f053d40c63726af2c7d57169510e903b9780def83bf,8f1f50a2cc179079aae8afd5fc19dbc298a30b64b36e4ec6ac1c244a28a729fe,86b44b08c412735d79a7e79652129466013c514ca9990697b7b62c5061e32aec,8b71dbae78c0d0a840c51ede84b9fb57ee1962418d53a06d9f75ff0d796c3363,10001945.88438984,215685446.0432928,226168393.84021172,226168393.84021172,0.0,345805.632818913,69654194.36718109,482303.82293762435,0.0,0.0,93964360.0,163618554.3671811,0.00503573278110514,24e5b3c58a13b34428787ce5f93169ea5453706b6f60217e4dbd48a656b34857,PASS
h19,LA-0396,396,a643172c15dd084b8af88e897331a6e021ffbf77bf5b4355bfdc578cab7cee66,6aa61f97a73add7082ed9b3484989c97745891b0ec05b9daaa357aa67793bfcf,a8bea987a0da6455e57238ca017d5827a37578ff038aed196aba8a06f637da99,fdcb7e0a151b0e042ddb8b70b2148461491661ff5b5fb2ac41a279daed7535b7,c571754479ada7fa511e18e3c931ebf4757034d50ba14b2b7aae43eeef87d998,24fbd5300568369f1bf8eed5300b74dc2dd036e0eb2ed7e90314a8c40fabe058,11296967.72546595,180782396.99524125,196714670.8787718,196714670.8787718,0.0,10583820.829380373,59416179.17061963,0.0,482303.82293762435,93964360.0,0.0,59898482.99355725,0.6357573841811051,49026c611d5d3d5d0cb5a7188e3d341a4d4fdd8062334105e87b118212481d81,PASS
h19,LA-0358,358,183c7d5a9512b4f5e43e8e03fb7c3ffb2f9fa0537930d973b72695f7838857c4,003111069f562e7bec42cdfdb4ecd4484b45bdd89db2758f9cf1d583de6dade7,17de16b0d6951c01a6ead0d5687d9076ca387d051ab479c45587a6f766e4ba63,6faca3c761acad43136dfdbadf66429a8719fbaff656ed04e4b987c3ad6c177d,ac4a47831fa50eecfa60cb3df6dd3e0dd88b9b854e2052177e8e516e987fe5b9,3eb258e477cb11f1235b4d87c0d74ed432ac45cd01595429b2fecaa939197f7a,5314940.71748223,208202959.99999994,216367331.60555634,216367331.60555634,0.0,0.0,70000000.0,0.0,482303.82293762435,93964360.0,0.0,70482303.82293762,0.571397180189517,f5d1dc65c565d2ff1e6dcd818efe32952f41438076c1fe3edbd7f70c1093cdcb,PASS
h19,LA-0467,467,fd94c227eb16fbf7323107196b2543c97c9f602592e27bd35797ac1f35387265,a635e2756ae4b717e8015b783fa663fa4b3976bd9a969e2e286ab451e1a34e91,ff92fa4da627cb4b37efd8f25ae322e1351aeabfb327f2ea869a33f68c40af66,89c4834bc02a71a472899068ee9a2b672c63ad69c04a8d167bb105a28c328bba,aa48b542a304c5f962fb8d9d760d6baca59bdd5b3b3538337012123d32c4adcd,45d67358971afe71ebfcd577c94642319c9aa9c74d1dd0555e2f929530a5f08d,6178059.974883582,197103136.7804814,216241042.63591987,216241042.63591987,0.0,12117426.723912532,57882573.27608747,268240.75416797143,214063.06876965292,0.0,93964360.0,152060996.34485713,0.0753172316795454,4de8c6b299308ec380079ba2b58ff582d2e99e7e3b92612c18be3d5efa95851d,PASS
h19,LA-0021,21,9b7a9c34ceca095c7c30d965de2bd0ea5dfa7393c42b69ff4615d0fa279ca55c,374653a59e3c08adc8d3795cd0ff0312e192ba14a3b7af6f2b731e26a7e28b22,d9c3a060025385eb351b5e9c657f43ae69ae6434a40dcdf3975a4c44b86639d2,1043c26bc69168369bc901ea703ec25f7f026952832577aa46ccfa6b5ef68654,0a3e5f2a22204e0b1936abc7c4f498650927f29313c02bb0432e05c11d52ce61,335c22958c61f6a49e6d811d0882fa9e756573c286cf1b0be189b0b051d4ce1f,12253634.873601386,208202959.99999994,224772167.4857722,224772167.4857722,0.0,0.0,70000000.0,0.0,482303.82293762435,93964360.0,0.0,70482303.82293762,0.571397180189517,174e5ae3158d5593cdfbbb2b7b5e71e28b0b7d76afaddf514a752f54cfcdda26,PASS
h19,LA-0148,148,dea48f7d7a46353b69053eea460249e2178871eb87d9f7cbf49ea35719c003f2,6024117e31a15079dfc0da4753540f87fa9c5e5d594252437835ea999ba8b650,1b1b3722ae4751de993aa9353f0ca3779941448b0cc858f6def33acfc275c85a,259b6d6901da74ab80c15b5199bb5a1c25a6ab4cb43397349702a7cba5f85bd5,224345de03aa1465fdf00e9dbf1adb31c66a292a95b09dc918a588f5164dbad4,7d5ca0ed37f61620c8d1f9e953ef941b6a5883217018605b0d7bd6a92792addd,11651503.325057998,208202959.99999994,226073101.6338488,226073101.6338488,0.0,0.0,70000000.0,0.0,482303.82293762435,93964360.0,0.0,70482303.82293762,0.571397180189517,404a8882029f4936f97b80c36d8badd416130306b44faf1a67d1bf5838a1268c,PASS
h19,LA-0248,248,5781f1545a543b30c29f22ed37d8c32c6d67dbb937cb142d294e90047ac2e897,cc6c03b75aebb3dbd819f61ada7ee6c45e5e5a3267965dc0da52a596e2099132,8b688f954121def249693295bd3430ebb08f6be9f5f37867645687cbde029673,c62849d21859bf8c6a8a5581a9853918d0565e2f76d73c64f450d470d3ca310b,5b3c3b3cebfb678addab86082947912a997710b7e1c3fd60985c7f224beb2f3a,61d132a2a10fe064ae926aeef91fae78aff65955bf7aae6bd88bcad98f2e6824,0.0,187010033.9513613,206147939.80679977,206147939.80679977,0.0,0.0,58586025.42633985,0.0,0.0,0.0,93964360.0,152550385.42633986,0.07234125715926165,62fdb28291639e64382a65709c795c87a0dec5f828e11bcc6d3c2460e9557243,PASS
h19,LA-0349,349,cc1122b393387dca2aa64b9be056ea4afe443159e681baf80dc0af521c9d19ab,25ea8ac9d7b45d7cbc4fce5a85c137f01f716389e9eedcb5d0e28f7cb11c86c9,c526cec696c0b2254a7cdc1651cc9e6265d6e89ae78e4571153958b71d41410d,8948a75374f6fd975d89262e878fe65efbd066724f34ae092ea3eff353ad6744,f235d21eb081f617e0d8d775cd74c0925749f2994d47a002143260fec0dd9a51,e4c7a61a96603ebdb6e7f63485cfaceff2cc5a38515ba12dd6f6db554f8f88fa,0.0,204420363.62772495,223558269.48316342,223558269.48316342,0.0,0.0,58878307.43460569,0.0,299171.55521249847,0.0,93964360.0,153141838.9898182,0.06874462862494757,66959d6e0511b9b7c771a063daa808b587293bac8722b7f315edb8bb7631871e,PASS
h19,LA-0460,460,b60b0af00b20f5f54ec0bd7e6bea9913f3f13245655ef5d5250429bf082c499c,ad89d939183b6d03309ddf45ccc19d342a18ae85066ddf07995ab6979c658dee,5f1275ad1fbcda5c7ed7beeff659c90ec703440282dab6263ffbd2f4880e8e1b,8bb6f96d74daab4f54f8294c104bfefa930f5199cf92dcb0d8a25a20e8a12823,3086c528ab9696b14d80604ea2516ee2e3ff3f3801eaba3f367e43a74933e90e,a5fa221c8247bbfe24211da713026224b1bbd511764db4a3e2873841824ffb83,0.0,186716845.85182753,205854751.707266,205854751.707266,0.0,0.0,58472860.34237591,0.0,0.0,0.0,93964360.0,152437220.3423759,0.07302941392287832,83f3e9d541c036e4e1b0c1578b17df24d05f451a6ea744155c00540656eddda4,PASS
