heldout_scenario,simulation_id,sample_index,loho_first_stage_sha256,full24_first_stage_sha256,loho_policy_sha256,full24_policy_sha256,loho_heldout_recourse_sha256,full24_heldout_recourse_sha256,heldout_emergency_expenditure,heldout_shortage_loss,heldout_total_cost,full24_policy_heldout_total_cost,heldout_policy_regret_vs_full24,heldout_exercise_Water,heldout_shortage_Water,heldout_exercise_Vaccine,heldout_shortage_Vaccine,heldout_exercise_Crackers,heldout_shortage_Crackers,heldout_raw_total_shortage,heldout_service_level_cross_unit_descriptive,row_sha256,status
h05,LA-0914,914,90beb37af9b8278a7e007a824fac02514c27d6009f9f93f0314cb37fcfbbd603,b0cd97439c36a8dc0fb2ecbf5d6d0140713fd5e423d17c79a4e8ad127509ad07,4f45ab2d6bcbc82510c8117a97761976b2beefaf203a868fe2b17a9fcd4df6f4,fea7e2bd1f76a7b001baeac8e70c6c4513f3a4e6ebd8c2d56c44a8ced852191d,902c59a5836e38998b12519b10ca7e9cbcb15a8944efbcebf3e58f88293473b2,0ea33e39354671e7f4c538e56db4f5e1f16924068d19b8cb00e9d5aa048a6ef8,6701998.116292322,11807599.999999965,25393584.333394364,25393584.333394364,0.0,7500000.0,0.0,0.0,212122.73641851044,41326600.0,0.0,212122.73641851044,0.9956743829247213,3f5572a26e71029fa9a731291b125b494b05a8d7e59f9310eef0cae3d0501969,PASS
h05,LA-0802,802,bcb40126c97064735e510bee518e4f7422680f4d5afb2329723ce5579b3e366c,98abb891557869060b34f30516f6af956cc96ed1bb5e54b615d5a1cda32ca7ba,12b662d1d9f77ad2dfebd7b1b445818e3943809f510bc981424267ea210bf6d5,8c68cd363295a80a6c076e957d45b83ecee681984fc17feee92fa4b88a8e79b9,6467be993c981d2b6c2b286b894afedb529bcde3a3207734cab500c6cb21ebcb,6fcaf055dcc5c57dbbae4219daa653ddb75d0295fd2282f124c9287186e1727a,10332521.74859205,11807599.999999965,27219050.32704322,27219050.32704322,0.0,7500000.0,0.0,0.0,212122.73641851044,41326600.0,0.0,212122.73641851044,0.9956743829247213,5330edb83595a42039bc0b0105ceacae470fa95163d97614f1ab7a42d78d2c79,PASS
h05,LA-0642,642,0799478e14703b25fc44874c425db368797b8e97e0bad31dd27950e5db9a2d00,46e78e6e42701e48c539ef42555acf45c46431d71b7a9d0bc73e7bd94f862859,f8865a610b658129099e27ca534731203a1d8f330a4927c5c35d907e8b661215,99cd56c56fdba833c6dd1558a25723eb71028448c6e9f459a688864e2573ae3f,dd9095acd63a7ac12ee0105d442753735fe80ccc40bc1772755f4c40cb8cfcb4,03cebb64ba71a71bdffa9e4b4591736320c3c55ad140b2ea939267a2aa4f8b51,0.0,15492515.808,34630421.66343848,34630421.66343848,0.0,0.0,0.0,0.0,0.0,0.0,41326600.0,41326600.0,0.15726597892589722,9123f9e5596d6cfef6f431dbfbf4cc1379ffb5b8084acbb4621f2f1c6cd92a26,PASS
h05,LA-0765,765,83ff7d63f0d3abbcf97b571bfb28d882d04f8e78ffe643ae9426ceeebf5b9cc8,db5220c6436b325b032342b57b366f0664d9fb27550f29bc808d7d4d309334cb,fb1b19d496931ae233090aeb2ef8aa8716b7761b63260c8b365e36b2ca79140a,9846171180d7fb2337bc339cd1e3d5fe62f34a6d62ed2a15b647a194fbaabd61,db1d60960bafbfa13a6bae731c5de26d78596267336d158127656111a0aae749,d6466e4eb7f741a89bc401ecd359eb55d5902682030cbc29f29e7894a0f7a3ab,5709704.531306724,31238599.999999963,37249679.46774285,37249679.46774285,0.0,0.0,7500000.0,0.0,212122.73641851044,41326600.0,0.0,7712122.736418511,0.8427340210741028,96a3750432d66643bf4f17b84a489aa1d58688dc11ed5bc9596d87fafa6e33de,PASS
h05,LA-0334,334,45a6e9c8a1ca0fe2470aa4cd6087928f87b515b902316e22152fda2de91e7d2c,93e44626d4e257a2561a87b512ca670b2f6d9f94aadeb1e21cf86f78d7cf52ae,8942ded1e57df0efe4004f053d40c63726af2c7d57169510e903b9780def83bf,8f1f50a2cc179079aae8afd5fc19dbc298a30b64b36e4ec6ac1c244a28a729fe,517451ada3cab9602aeefeff68c0cb859e1717bc43e2a88786c0ea1c9da290f1,250b0f858c8182bb1edf6742b51105e64af625eee884a76278adaa644b7494c8,4579909.6162004415,34027602.57449276,39088514.10322227,39088514.10322227,0.0,345805.632818913,7154194.367181087,212122.73641851044,0.0,0.0,41326600.0,48480794.367181085,0.011377302223719576,b0b15e8fc529e29d2d3b02a6273885e007329cc2842e676944c5d2a62640dbc1,PASS
h05,LA-0396,396,fc9ebaf13419b2fae3e3ac5f9f087b4d9fc147c787d763e88fe9ad4bc4eb4107,6aa61f97a73add7082ed9b3484989c97745891b0ec05b9daaa357aa67793bfcf,a8bea987a0da6455e57238ca017d5827a37578ff038aed196aba8a06f637da99,fdcb7e0a151b0e042ddb8b70b2148461491661ff5b5fb2ac41a279daed7535b7,12a58a7cf7fb40d48eb769b065ba5e980d17cadc93df657e918368b1c262c9d9,4a89143f5c5a0a58a0a5118add73538c479ad38aea0af082b2a3fef21c961dd6,6297773.527374744,11807599.999999965,22740679.68543932,22740679.68543932,0.0,7500000.0,0.0,0.0,212122.73641851044,41326600.0,0.0,212122.73641851044,0.9956743829247213,09e70b20f0fb979eb05990396664a24064649d0384c4425dbcc4ec69bc649f33,PASS
h05,LA-0358,358,d4be32cbc2719ec8da580dfa88f4af15f3f093e2bdf90d8d93c66b78437d42eb,003111069f562e7bec42cdfdb4ecd4484b45bdd89db2758f9cf1d583de6dade7,17de16b0d6951c01a6ead0d5687d9076ca387d051ab479c45587a6f766e4ba63,6faca3c761acad43136dfdbadf66429a8719fbaff656ed04e4b987c3ad6c177d,94e3d079c65661b878f7a94c3bfb46e20bdd175abbac1f0e95cc3929600d34cb,37dbf93cfe8ca3352d64a6fcb8a578ef2c6365ac84214ded612e56e581dbc022,2337571.7033043285,31238599.999999963,36425602.591378465,36425602.591378465,0.0,0.0,7500000.0,0.0,212122.73641851044,41326600.0,0.0,7712122.736418511,0.8427340210741028,027e4b78b2f02234f56affc27ab5ed43047031009452277fd4f08d54aaf71f17,PASS
h05,LA-0467,467,51518b2087719716400e0aa272001ad5eb7e72960981cbf6a0228472ff57de46,a635e2756ae4b717e8015b783fa663fa4b3976bd9a969e2e286ab451e1a34e91,ff92fa4da627cb4b37efd8f25ae322e1351aeabfb327f2ea869a33f68c40af66,89c4834bc02a71a472899068ee9a2b672c63ad69c04a8d167bb105a28c328bba,96677417a357dc88eaac8034f8582ed8721d7c19c55561453aea7b33e3f83446,e0f4a5a7cb5dd151bd69200bc5b250831d2cb97be792759ccb62984849475318,4166069.811958868,15492515.808,32618431.500513766,32618431.500513766,0.0,7500000.0,0.0,212122.73641851044,0.0,0.0,41326600.0,41326600.0,0.15726597892589722,ef303d6cb5fa1c2dafba618b8379f48e02f824ad2f17043cfcd900b591aeb21d,PASS
h05,LA-0021,21,861ed266c15a2ba8596884e36acf20a2f099a94fd170517f89f0ae318d91d322,374653a59e3c08adc8d3795cd0ff0312e192ba14a3b7af6f2b731e26a7e28b22,d9c3a060025385eb351b5e9c657f43ae69ae6434a40dcdf3975a4c44b86639d2,1043c26bc69168369bc901ea703ec25f7f026952832577aa46ccfa6b5ef68654,bbc866f4f8c7cb5b7c6440977c53f3639258a214453b318eb6ae9c4242cc10b8,798e22b8dbffdbe6bd29b3936f560fae638a307a82bceb348a19868cbc7ecfa9,5389288.736361053,31238599.999999963,40943461.3485319,40943461.3485319,0.0,0.0,7500000.0,0.0,212122.73641851044,41326600.0,0.0,7712122.736418511,0.8427340210741028,d382babea748782556bdc03a0322ef1ecd7c1d31d13d66c0cde2f8eadc150c4e,PASS
h05,LA-0148,148,1677dabe5aa1897eb4e6ada17a431b589042f546ad719a134381ccc0f745a05e,6024117e31a15079dfc0da4753540f87fa9c5e5d594252437835ea999ba8b650,1b1b3722ae4751de993aa9353f0ca3779941448b0cc858f6def33acfc275c85a,259b6d6901da74ab80c15b5199bb5a1c25a6ab4cb43397349702a7cba5f85bd5,20c42927bc56c2b448eafcd084c4de8864f09301c08826eb2605a354e62b32b4,7b976368712cfb8353eacac096ab32133aa4ef599f9ed0717124b5c52567da0f,5124464.39600442,31238599.999999963,42581702.70479525,42581702.70479525,0.0,0.0,7500000.0,0.0,212122.73641851044,41326600.0,0.0,7712122.736418511,0.8427340210741028,ae591c9c091ff62651628ec0227700696d45bbabcf17dc5897990b6e8e2778c9,PASS
h05,LA-0248,248,a3c05224a75c2fe51daefc2fd0386064ac3288f2108dc4502a40b454238dd51f,cc6c03b75aebb3dbd819f61ada7ee6c45e5e5a3267965dc0da52a596e2099132,8b688f954121def249693295bd3430ebb08f6be9f5f37867645687cbde029673,c62849d21859bf8c6a8a5581a9853918d0565e2f76d73c64f450d470d3ca310b,b011a0853a21f985786da25eb55ebbae762e790cf187815215668a9082e3de65,9c4bf68962b661ecf134a3706da1a9f84db248711d3cbb0efc00dd96f9f6136f,0.0,15492515.808,34630421.66343848,34630421.66343848,0.0,0.0,0.0,0.0,0.0,0.0,41326600.0,41326600.0,0.15726597892589722,0d10d3a8c086b0157ff5c0a9aabb82f34f935972cad5aed664dc99b08862af4b,PASS
h05,LA-0349,349,469bfd593eaa2668961ddb1578f12ddc2fe0ae19b6407f6e00fdc4e9f98c7914,25ea8ac9d7b45d7cbc4fce5a85c137f01f716389e9eedcb5d0e28f7cb11c86c9,c526cec696c0b2254a7cdc1651cc9e6265d6e89ae78e4571153958b71d41410d,8948a75374f6fd975d89262e878fe65efbd066724f34ae092ea3eff353ad6744,c88d99dd5f1dd8a77c4a6d283936e2a61eb4f8ca3d4b7f8563e230673b618f70,27456ecf2a091741f06c4fb7119547f09f3274f72f1317fd8052310d5609c85d,0.0,17106241.25734856,36244147.11278704,36244147.11278704,0.0,0.0,0.0,0.0,28990.46869338455,0.0,41326600.0,41355590.46869338,0.15667480388960586,fea66a3888b9cdfedda79c5c26b1ef26d6589f1f05f8af8f89bdb45f5dc9f633,PASS
