heldout_scenario,simulation_id,sample_index,loho_first_stage_sha256,full24_first_stage_sha256,loho_policy_sha256,full24_policy_sha256,loho_heldout_recourse_sha256,full24_heldout_recourse_sha256,heldout_emergency_expenditure,heldout_shortage_loss,heldout_total_cost,full24_policy_heldout_total_cost,heldout_policy_regret_vs_full24,heldout_exercise_Water,heldout_shortage_Water,heldout_exercise_Vaccine,heldout_shortage_Vaccine,heldout_exercise_Crackers,heldout_shortage_Crackers,heldout_raw_total_shortage,heldout_service_level_cross_unit_descriptive,row_sha256,status
h13,LA-0914,914,11500ef464f0be328b37c63ebe1033b85a3333d509a8ad17331a9739592487d9,b0cd97439c36a8dc0fb2ecbf5d6d0140713fd5e423d17c79a4e8ad127509ad07,4f45ab2d6bcbc82510c8117a97761976b2beefaf203a868fe2b17a9fcd4df6f4,fea7e2bd1f76a7b001baeac8e70c6c4513f3a4e6ebd8c2d56c44a8ced852191d,ee693d35456d329819698e96aa822259b05af165789492e308072750ccb919bb,6f2ab1396c7f13814491225e86ece8e3cb0e386d87b9ea166681e493dd7d56fd,1481269.2628780177,319479.9999999991,8684735.479980092,8684735.479980092,0.0,2817500.0,0.0,0.0,5739.4366197182935,1118180.0,0.0,5739.4366197182935,0.9985438148078346,4c146fbb7e08407e58c45b2dcc90edb8e8bc88decff8592d87904e5407ff1cee,PASS
h13,LA-0802,802,70ec9d21e4a6f563fdcf34fb1542cc64bdb6cc28a6c941b5c17ebd49678eebf5,98abb891557869060b34f30516f6af956cc96ed1bb5e54b615d5a1cda32ca7ba,12b662d1d9f77ad2dfebd7b1b445818e3943809f510bc981424267ea210bf6d5,8c68cd363295a80a6c076e957d45b83ecee681984fc17feee92fa4b88a8e79b9,f4ef0ba8097d695992bd8b32abda6daf623b71cd442a80178f1a9eb63ef2fd0d,4d0fe6bc6bb5248aa4aa3069bfb781a644370ae408a6c953d046215433840ba2,2283684.150403074,319479.9999999991,7682092.728854278,7682092.728854278,0.0,2817500.0,0.0,0.0,5739.4366197182935,1118180.0,0.0,5739.4366197182935,0.9985438148078346,7363e3387d186f257eb170f1dd0b28be7f48f0efe908c9408008f8ef4a94255c,PASS
h13,LA-0642,642,0e8abb0324494e128fcfd516e7d5ee022a8b9a7cd96e529d024b4e190a58108e,46e78e6e42701e48c539ef42555acf45c46431d71b7a9d0bc73e7bd94f862859,f8865a610b658129099e27ca534731203a1d8f330a4927c5c35d907e8b661215,99cd56c56fdba833c6dd1558a25723eb71028448c6e9f459a688864e2573ae3f,19ac52e07e252b6db76f74e6aa6cbb71779e7551b054d53d8dfd55ea24651634,6776c9121c493d3c1f7c0719080ad4eaaa95544d7e7a5d737ea89b3b6017f540,0.0,419183.3184,19557089.173838478,19557089.173838478,0.0,0.0,0.0,0.0,0.0,0.0,1118180.0,1118180.0,0.7163001761215788,fe37d762776fcc64d656d4807796db0fa586cd9dda2552c1632669eed2be21a9,PASS
h13,LA-0765,765,f4fd063c1a4cad6978193802198927215065fef839770b7e22471955ef80081f,db5220c6436b325b032342b57b366f0664d9fb27550f29bc808d7d4d309334cb,fb1b19d496931ae233090aeb2ef8aa8716b7761b63260c8b365e36b2ca79140a,9846171180d7fb2337bc339cd1e3d5fe62f34a6d62ed2a15b647a194fbaabd61,5c6386efb71f185ef8d718710f848fb6900fd6def640e6b543109b2fc5d3db84,192ec2a89537650fa880c1785e169f9e2fc78c9bceb78bd5748f37a60846bcb1,154488.32986058743,7619059.0,8074922.2662967555,8074922.2662967555,0.0,0.0,2817500.0,0.0,5739.4366197182935,1118180.0,0.0,2823239.436619718,0.2836998238784212,fe81ebd47bdef532d62ec621145a4e204c5d72bbf7c4310fa282a6544817579d,PASS
h13,LA-0334,334,99a50b2071b45a79b79bf612e13f5dca4637c0d26d383fcdb2743cfc2e681ca0,93e44626d4e257a2561a87b512ca670b2f6d9f94aadeb1e21cf86f78d7cf52ae,8942ded1e57df0efe4004f053d40c63726af2c7d57169510e903b9780def83bf,8f1f50a2cc179079aae8afd5fc19dbc298a30b64b36e4ec6ac1c244a28a729fe,233c644c2f191747bcfc8b4e423f267449ade8c95d55cb2aa03831e9334c0221,3ba23a9ab52cd353ed60de66f67462f0b1d7303065914f3377c1e4e927b2c698,442095.02227687533,6811982.318400001,7735079.253205948,7735079.253205948,0.0,350000.0,2467500.0,5739.4366197182935,0.0,0.0,1118180.0,3585680.0,0.09025668095979433,2bcf41497adfbf2e9c813ae1ca23c84d21e510ddfd797248c38159a9ff9d476e,PASS
h13,LA-0396,396,929620b380b7b1f8e4515f586413f0cebacf05e2043c51ed44120f22b57556b1,6aa61f97a73add7082ed9b3484989c97745891b0ec05b9daaa357aa67793bfcf,a8bea987a0da6455e57238ca017d5827a37578ff038aed196aba8a06f637da99,fdcb7e0a151b0e042ddb8b70b2148461491661ff5b5fb2ac41a279daed7535b7,5d5e8db88592a3f83efa60a4154d38d6383f249aa1c10a423ebfee2b5a0a1106,8b532c67be718251b09838281dc5c4fb47508f84f2b57c4ccd1b47f1e294364f,1391927.9278800965,319479.9999999991,6346714.085944708,6346714.085944708,0.0,2817500.0,0.0,0.0,5739.4366197182935,1118180.0,0.0,5739.4366197182935,0.9985438148078346,497622223aeadd97bf49a3250fd448f89a44d222716e3fa707a803ceb133926d,PASS
h13,LA-0358,358,500437d4b6b6d29a23b1bff4297c24586f12693dcc680f14319f6dd68c62145a,003111069f562e7bec42cdfdb4ecd4484b45bdd89db2758f9cf1d583de6dade7,17de16b0d6951c01a6ead0d5687d9076ca387d051ab479c45587a6f766e4ba63,6faca3c761acad43136dfdbadf66429a8719fbaff656ed04e4b987c3ad6c177d,d413d4b0c0543cd3c466e7ca66a29b08b0e25bcb9ee4ddc34a91c24d5c2a2985,eceb01d5b3da47fb1cc7fd797e63667f1ead1185a263740f5aa364711126d93b,63248.027352863144,7619059.0,10531737.915427033,10531737.915427033,0.0,0.0,2817500.0,0.0,5739.4366197182935,1118180.0,0.0,2823239.436619718,0.2836998238784212,08cf6d8c6d5e9850c5a157301fa6f102328b3340f2c04bf62bb14bc1b740c745,PASS
h13,LA-0467,467,7a30783b290d8ab59de2cef34beed5355ef95a1422ded33aae3310ed1408358d,a635e2756ae4b717e8015b783fa663fa4b3976bd9a969e2e286ab451e1a34e91,ff92fa4da627cb4b37efd8f25ae322e1351aeabfb327f2ea869a33f68c40af66,89c4834bc02a71a472899068ee9a2b672c63ad69c04a8d167bb105a28c328bba,ead2badff93d12f6ff13cb7a8ddafb80917c8fcdcf95906987ccfe122eecbb09,8b3c298bcfe576064a9d3674b15447d6e333804be3e2389502a65350da3bc992,1016099.6874198444,419183.3184,14395128.88637474,14395128.88637474,0.0,2817500.0,0.0,5739.4366197182935,0.0,0.0,1118180.0,1118180.0,0.7163001761215788,898f2cab789a1155cd45b581cc9246683f6cf83d4baaa1fdd077b8a7b792469d,PASS
h13,LA-0021,21,d1a32e3d8aa7e95df60999a5d09dab27bff1fec8384d21f43bb3a4199c49df50,374653a59e3c08adc8d3795cd0ff0312e192ba14a3b7af6f2b731e26a7e28b22,d9c3a060025385eb351b5e9c657f43ae69ae6434a40dcdf3975a4c44b86639d2,1043c26bc69168369bc901ea703ec25f7f026952832577aa46ccfa6b5ef68654,77ce1af59de9ac8c2755809c7d96bbedf6899c601d02e1cbe26e7a2b19a0f805,8de8fff037f52faccc5f641dddb2b2abff89cc849cdbcab0a914706575acf4a4,145818.79175214516,7619059.0,12080450.403923031,12080450.403923031,0.0,0.0,2817500.0,0.0,5739.4366197182935,1118180.0,0.0,2823239.436619718,0.2836998238784212,827faaf09f70cd3b1b0217e08f4f02a93049faa82da3bfce98f715337ed3da9c,PASS
h13,LA-0148,148,df921822d95fb36d59744e24ece5099f4854391f7780f55bc7718a6ea5bb587d,6024117e31a15079dfc0da4753540f87fa9c5e5d594252437835ea999ba8b650,1b1b3722ae4751de993aa9353f0ca3779941448b0cc858f6def33acfc275c85a,259b6d6901da74ab80c15b5199bb5a1c25a6ab4cb43397349702a7cba5f85bd5,4e29be5920610aecb80e3b47fe51941eb02129452a5567153daa0d1ee8fd4576,a1350427d5574b53926ca7164f31c493c479b4a53b40c63537074dd3d4013aae,138653.3999488035,7619059.0,13976350.708739674,13976350.708739674,0.0,0.0,2817500.0,0.0,5739.4366197182935,1118180.0,0.0,2823239.436619718,0.2836998238784212,d5f34511391fe0d2bd85d86321b54844c0417ef5f8a657a972536dc6c7c027ac,PASS
