heldout_scenario,simulation_id,sample_index,loho_first_stage_sha256,full24_first_stage_sha256,loho_policy_sha256,full24_policy_sha256,loho_heldout_recourse_sha256,full24_heldout_recourse_sha256,heldout_emergency_expenditure,heldout_shortage_loss,heldout_total_cost,full24_policy_heldout_total_cost,heldout_policy_regret_vs_full24,heldout_exercise_Water,heldout_shortage_Water,heldout_exercise_Vaccine,heldout_shortage_Vaccine,heldout_exercise_Crackers,heldout_shortage_Crackers,heldout_raw_total_shortage,heldout_service_level_cross_unit_descriptive,row_sha256,status
h12,LA-0914,914,9331a07da0c4ef12c47e3e3e5449b3b0e8209b0fb43cd118626f858b8583bc82,b0cd97439c36a8dc0fb2ecbf5d6d0140713fd5e423d17c79a4e8ad127509ad07,4f45ab2d6bcbc82510c8117a97761976b2beefaf203a868fe2b17a9fcd4df6f4,fea7e2bd1f76a7b001baeac8e70c6c4513f3a4e6ebd8c2d56c44a8ced852191d,865957c65a8a642ffd23488f520309820e26ed056beae4588dcdb0bf416c6a95,d7de02d1cddc38128ad8348a4d7323d426a4ae6fbe2b5bdf9dfc2d3cb75fcdc1,8113699.239280928,10181076.860056315,25178762.316439316,25178762.316439316,0.0,15042968.635148864,2957031.3648511358,0.0,45271.6297786719,8820000.0,0.0,3002302.994629808,0.8882459468117969,58c83e2a86f1b370de1ef5269a2f0ac17337f704dc67192310618d677c0f92a6,PASS
h12,LA-0802,802,737b6b877e65bd613620b769625c595a7d90cf8477b5943ca5d6d21d060c56cb,98abb891557869060b34f30516f6af956cc96ed1bb5e54b615d5a1cda32ca7ba,12b662d1d9f77ad2dfebd7b1b445818e3943809f510bc981424267ea210bf6d5,8c68cd363295a80a6c076e957d45b83ecee681984fc17feee92fa4b88a8e79b9,6138c83dab072287098799cce2d45add07fafe8f1fe57303c4ed26faa9b8725b,bdac10aec1b77c70a6ca6a7eca5ee98009e79f9516897e0febbffa08071609ae,9528133.70817365,20256125.628946494,34863187.91557135,34863187.91557135,0.0,11154189.582775012,6845810.417224988,0.0,45271.6297786719,8820000.0,0.0,6891082.04700366,0.7434947935026543,798f8d34a0c4f6c848482177e362d7bf4b0a04855c3f8b6d7ac62d1765133ee3,PASS
h12,LA-0642,642,19c8a043b7ac37bbd622ff021dfbdfbcde627a9756084f5239774e6bf7d8c9d2,46e78e6e42701e48c539ef42555acf45c46431d71b7a9d0bc73e7bd94f862859,f8865a610b658129099e27ca534731203a1d8f330a4927c5c35d907e8b661215,99cd56c56fdba833c6dd1558a25723eb71028448c6e9f459a688864e2573ae3f,da8acba823933f3b83d1465c770b8d05bb7b7ae3e17215c777218426d56de9dd,e8e4fb9ab67d0cbf2f9d1f13a68d76f36f699752a2d95d1a195db2aa10c3853c,0.0,18378342.009854805,37516247.86529328,37516247.86529328,0.0,0.0,5817469.665684268,0.0,0.0,0.0,8820000.0,14637469.665684268,0.4551527389189157,d641e62e82736e4ca23d8f272b2f02b0cc17b5b2b28fc13d5328aa523092056b,PASS
h12,LA-0765,765,d21a887155a5e6362c023e1ceaf5bbb9d0f6e799e3984af69c0d312416611b97,db5220c6436b325b032342b57b366f0664d9fb27550f29bc808d7d4d309334cb,fb1b19d496931ae233090aeb2ef8aa8716b7761b63260c8b365e36b2ca79140a,9846171180d7fb2337bc339cd1e3d5fe62f34a6d62ed2a15b647a194fbaabd61,def249baeaa7faeade5fbb9ceef0d406703c03df105dbd45a0c49f50d0fde245,a3af16c319561c50dcbea05bdf2a3c1eec0cb2fb90eac05b8adeeff348efd142,1218575.7832999884,49154400.0,50674350.71973616,50674350.71973616,0.0,0.0,18000000.0,0.0,45271.6297786719,8820000.0,0.0,18045271.629778672,0.3283048882417967,6fc4894b3f627e388dee1d8a1e7e373c389c4c72ed1c30bcb2f83f324e614912,PASS
h12,LA-0334,334,ae3a66724beb12a4ea6c17d0cd8a5ecc27330c56d60acf63dac7e9540b444f17,93e44626d4e257a2561a87b512ca670b2f6d9f94aadeb1e21cf86f78d7cf52ae,8942ded1e57df0efe4004f053d40c63726af2c7d57169510e903b9780def83bf,8f1f50a2cc179079aae8afd5fc19dbc298a30b64b36e4ec6ac1c244a28a729fe,276ff119ec2ef7e46d7aa5b0ed859fb14ce13ad64d5471d93c8ce62fce2affe5,691c434a9899b196a11188e20e35d8a5286a40f7a178c37af38264805463e8c2,1235433.2526853592,49034061.60000001,50750496.76521444,50750496.76521444,0.0,350000.0,17650000.0,45271.6297786719,0.0,0.0,8820000.0,26470000.0,0.014713107510163193,99080e96f5809148c9111e6927ab5e00832f8991cc8dbd2e470f80630b22d09c,PASS
h12,LA-0396,396,feb7028d6b39aef3a0a1355b5c9e323cadb5ecc53a5c1c0114e50a7b5a78c8cf,6aa61f97a73add7082ed9b3484989c97745891b0ec05b9daaa357aa67793bfcf,a8bea987a0da6455e57238ca017d5827a37578ff038aed196aba8a06f637da99,fdcb7e0a151b0e042ddb8b70b2148461491661ff5b5fb2ac41a279daed7535b7,8f70e0b273f7c7cd224c11bb5f5a776bfb01e8c92514b9481cc2f180f3be8284,223b615a99482e70fa4e23350d384c8f8a36ea604b88bf8f2e9c010fee0cd4a8,5835707.567010546,20099654.812085375,30570668.53716053,30570668.53716053,0.0,11214584.370817747,6785415.629182253,0.0,45271.6297786719,8820000.0,0.0,6830687.258960925,0.7457428551963909,2694cbf196cedb785678410ac42ef1eee2591b9ab5d1a8e72b569080259ac1cf,PASS
h12,LA-0358,358,a95542450a02d14198900bb1dce096308368f3ff649ab30a617c8120189e0ed0,003111069f562e7bec42cdfdb4ecd4484b45bdd89db2758f9cf1d583de6dade7,17de16b0d6951c01a6ead0d5687d9076ca387d051ab479c45587a6f766e4ba63,6faca3c761acad43136dfdbadf66429a8719fbaff656ed04e4b987c3ad6c177d,3c1de3ffaca3cf40138f4b2af80d086511b373ca4d965a153b010816378e5f31,25634d63fad1c80952f3a12a1cf0867f68636ca2fe95671812a609e68a8691ca,498888.9098823561,49154400.0,52502719.79795653,52502719.79795653,0.0,0.0,18000000.0,0.0,45271.6297786719,8820000.0,0.0,18045271.629778672,0.3283048882417967,0d387c2f66ecb3470c6b6596e05005d003171477c3d947da1315417f22f9df39,PASS
h12,LA-0467,467,38dafb0f63193ba02314ffa92dd7aab3d3404100b550bb45bb150603adf1150d,a635e2756ae4b717e8015b783fa663fa4b3976bd9a969e2e286ab451e1a34e91,ff92fa4da627cb4b37efd8f25ae322e1351aeabfb327f2ea869a33f68c40af66,89c4834bc02a71a472899068ee9a2b672c63ad69c04a8d167bb105a28c328bba,cfd8403583e4ea403b2829d4e38f902a0724455de939f30d3fe9081aa3fc81be,2a34bb3a74c491fa7c959a08b1499f97d3fb8abd80314ea43265022d3592250f,5062201.361494782,14502744.259130944,32524791.501180623,32524791.501180623,0.0,13678438.065797845,4321561.934202155,45271.6297786719,0.0,0.0,8820000.0,13141561.934202155,0.5108345779896951,6e9462aa8998741b1cb46b0e36ced47dcddff08206156b492716425898188554,PASS
h12,LA-0021,21,c2bde7246daf887d960986d1ae9ad87e3552e0f29f9d2f6bfe54ee535d52cad9,374653a59e3c08adc8d3795cd0ff0312e192ba14a3b7af6f2b731e26a7e28b22,d9c3a060025385eb351b5e9c657f43ae69ae6434a40dcdf3975a4c44b86639d2,1043c26bc69168369bc901ea703ec25f7f026952832577aa46ccfa6b5ef68654,5880de4261cd353cbaac0a8ad189e4d7037cde023e327fc0d5215a24231fdacc,993b24196639049e3b594258e5879b0f2ed1adaebbf7ba024b367a02bc843e65,1150192.0471247209,49154400.0,54620164.6592956,54620164.6592956,0.0,0.0,18000000.0,0.0,45271.6297786719,8820000.0,0.0,18045271.629778672,0.3283048882417967,3749dfc374dcb92d6fd912edf0ab6ef6f56d71411fda137c8f173ce84c9b7983,PASS
h12,LA-0148,148,ac0a0ae55f8023b851aedbe4d4f5a876a293d4142b7460004bff9fa0a6745c83,6024117e31a15079dfc0da4753540f87fa9c5e5d594252437835ea999ba8b650,1b1b3722ae4751de993aa9353f0ca3779941448b0cc858f6def33acfc275c85a,259b6d6901da74ab80c15b5199bb5a1c25a6ab4cb43397349702a7cba5f85bd5,a0b036f15aaaabbcf2cac522661f57d3885ccfcf2cde96dbf8778dd9a2f43328,242872f388dde1df5c8219c870cafddce0e3fca63a210dda1384e75f72e1709a,1093672.7428038837,49154400.0,56466711.05159476,56466711.05159476,0.0,0.0,18000000.0,0.0,45271.6297786719,8820000.0,0.0,18045271.629778672,0.3283048882417967,431b794c56e47cf1452965a51c1578c5d294c30a7c486ee48ab0d680ef0975c7,PASS
