case_id,simulation_id,sample_index,input_sha256,model_kind,algorithm_identity,implementation_revision,status,certificate_status,failure_type,failure_message,data_sha256,scenario_sha256,budget_ratio,budget,beta,lambda_Water,lambda_Vaccine,lambda_Crackers,gamma_D,h_V_tau,a_C,result_sha256,iterations,full_exact_certification_calls,complete_full_exact_certification_calls,first_stage_sha256,policy_label,mixed_aggregate_QF,same_item_QF_coexistence,cross_item_specialization,portfolio_pattern,T_COST,certified_objective,C_Q,C_F,C_R,first_stage_cost,worst_scenario,worst_category,worst_hurricane,exact_worst_case_loss,worst_exercise_cost,worst_shortage_penalty,worst_total_shortage,worst_total_F_exercise,budget_spend,budget_residual,budget_usage,Q_budget_share,F_reservation_budget_share,R_budget_share,emergency_budget_share,Q_Water,F_Water,R_Water,z_R0_Water,z_R1_Water,z_R2_Water,Q_active_Water,F_active_Water,same_item_QF_Water,worst_exercise_Water,worst_shortage_Water,Q_Vaccine,F_Vaccine,R_Vaccine,z_R0_Vaccine,z_R1_Vaccine,z_R2_Vaccine,Q_active_Vaccine,F_active_Vaccine,same_item_QF_Vaccine,worst_exercise_Vaccine,worst_shortage_Vaccine,Q_Crackers,F_Crackers,R_Crackers,z_R0_Crackers,z_R1_Crackers,z_R2_Crackers,Q_active_Crackers,F_active_Crackers,same_item_QF_Crackers,worst_exercise_Crackers,worst_shortage_Crackers,row_sha256,experiment_part,background_simulation_id,background_sample_index,phi,psi,eta_1,eta_2,c_R1_ratio,c_R2_ratio,F_risk,reliability_economics,F_risk_donor_id,reliability_donor_id,shortage_loss_Water,shortage_loss_Vaccine,shortage_loss_Crackers,paid_R_Vaccine,R_level_numeric_Vaccine,F_total,paid_R_any,R1_item_count,R2_item_count
E3B_LOW_UNFAVORABLE,LA-0914,914,ee8287c989d9f42998cac1b0ade9bc594e098eb99d83ed33e878189f5cc95b45,M2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,,,c5d625dd9a676606977bb95be7cc86e09ae806333711dea6910d85566597d151,7c4ab3f92b122503d4b45945fba010fd105e2f94992fbbe30531b646b0a2474d,1.0,19137905.85543848,4.0,1.0,1.0,1.0,1.0,0.5,0.9,1cecd3e5608d624ff0a470347d218dde37f27cb3e8c3d2847f7aed969f0f05ba,3,2,2,d9bba3bc0d70ca7f86fb8ebcf7c0fd333e578b37f11d2ea3f1d440ae822005d4,P4,False,False,False,Q[NONE]|F[Water+Crackers],1204597997.444679,1204597997.444679,0.0,5414626.3363216575,0.0,5414626.3363216575,h09,5,Katrina,1199183371.1083574,13723279.51911682,1185460091.5892406,1752675386.0758088,129281957.9885777,19137905.85543848,0.0,1.0,0.0,0.2829267934131344,0.0,0.7170732065868656,0.0,14632783.986706106,R0,1,0,0,False,True,False,10400000.0,0.0,0.0,0.0,NONE,0,0,1,False,False,False,0.0,9557344.06438629,0.0,167266731.8426469,R0,1,0,0,False,True,False,118881957.9885777,1743118042.0114224,2d02c1e5e7c9e2eef4dd4351dbd423eff9f5ec2174f4121cc800c24be1a3a563,E3B,LA-0914,914,0.21525997935034705,0.7676200933649505,0.23161783770325162,0.44442365034591785,0.10204689175903321,0.3349490361938774,Low,Unfavorable,LA-0975,LA-0374,0.0,531999999.99999845,653460091.589242,False,0,181899515.829353,False,0,0
E3B_LOW_UNFAVORABLE,LA-0802,802,08d200d068730669000640f9037f4ea66dcff16c72d21874b825ba042565721f,M2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,,,c2fafc441098e4fc7e14a8d9bb433b7ff93f5fd454e56c684293d592db503f04,e042a398a2d9e50649c9c7c8fb99b1b9df2fbfb32fee3d0594a3c87e73b6ed99,1.0,19137905.85543848,4.0,1.0,1.0,1.0,1.0,0.5,0.9,696a248f1f7372561811fb4454394f466870d70a93ac443dbb0e798af45ba698,3,2,2,6f553dae8e021f7a3d645cf1507bcb9bf0f9cda1b36f93546c04812edd03e478,P4,False,False,False,Q[NONE]|F[Water+Crackers],1230888281.7092593,1230888281.7092593,0.0,5758902.288287725,0.0,5758902.288287725,h09,5,Katrina,1225129379.4209716,13379003.567150753,1211750375.8538208,1822805252.3385603,59152091.72582604,19137905.85543848,0.0,1.0,0.0,0.3009160109673755,0.0,0.6990839890326245,0.0,14632783.986706106,R0,1,0,0,False,True,False,10400000.0,0.0,0.0,0.0,NONE,1,0,0,False,False,False,0.0,9557344.06438629,0.0,68594117.9927014,R0,1,0,0,False,True,False,48752091.72582604,1813247908.274174,eb4f3fccfa2648ba2c5b37f8b8a4ab39062eacc7ae567f14dc4490393a65a065,E3B,LA-0802,802,0.3620517735218046,1.1834457682207538,0.23161783770325162,0.44442365034591785,0.10204689175903321,0.3349490361938774,Low,Unfavorable,LA-0975,LA-0374,0.0,531999999.99999845,679750375.8538224,False,0,83226901.9794075,False,0,0
E3B_LOW_UNFAVORABLE,LA-0642,642,df36bdc338b56dbdb6049ba0f8338289089a63b99a8d10e273f60fe82107fd03,M2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,,,06438d1ba5dda2d9bcf0ba9c0591eb2c58f43b11b863bb119f31e54272abd3fe,26faaaac590fc62cac229d4b262ddd1fea8d366934f57e0f82df3c9f6f9ea259,1.0,19137905.85543848,4.0,1.0,1.0,1.0,1.0,0.5,0.9,9b47b451c0839a2f8de31acb068bfe3b08ce03d6bd2f34ea2085fea845f25c8b,6,2,2,4d4a7d4d7f166f3cb7927f0910f99593c3026bea7b2dc6aeb36ac9b90bfb423d,P1,False,False,False,Q[Water+Vaccine]|F[NONE],1221165897.9019191,1221165897.9019191,19137905.85543848,0.0,0.0,19137905.85543848,h09,5,Katrina,1202027992.0464807,0.0,1202027992.0464807,1871054351.6823528,0.0,19137905.85543848,0.0,1.0,1.0,0.0,0.0,0.0,14229721.617536936,0.0,NONE,1,0,0,True,False,False,0.0,0.0,688215.5357769008,0.0,NONE,0,1,0,True,False,False,0.0,9054351.6823527,0.0,0.0,NONE,1,0,0,False,False,False,0.0,1862000000.0,340b4df34ec6000e1e87a75970fe3b5b43562a17f5020482cf5a2f2d4064eead,E3B,LA-0642,642,0.27297467507658774,1.4901263843897259,0.23161783770325162,0.44442365034591785,0.10204689175903321,0.3349490361938774,Low,Unfavorable,LA-0975,LA-0374,0.0,504001432.04648066,698026560.0,False,0,0.0,False,0,0
E3B_LOW_UNFAVORABLE,LA-0765,765,029044c21e5aaa3ef1fdc23ba9f93ecbcab421d4ba2aea33a2a93e86bd5dc97c,M2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,,,a29fdee3e4707a8e6429455573577dffe29f5251504ae6eb7877004319eaa673,ab1586d9bad81febfaea205b44eb76f40ca1e1b45325b4681fc6596d17bb94e9,1.0,19137905.85543848,4.0,1.0,1.0,1.0,1.0,0.5,0.9,b0b0d4bfef0375632fcea1e79fa932f8f2736ed0671f85a3d11c7e7a7de6aea9,3,2,2,c44afc32dbf5f3ac95ea5b385b3d64bfb2224dc72bc59db2ed59fa50f6e60c2d,P4,False,False,False,Q[NONE]|F[Crackers],1224813789.0359783,1224813789.0359783,0.0,233340.61870715834,0.0,233340.61870715834,h09,5,Katrina,1224580448.4172711,18904565.23673132,1205675883.1805398,1745126900.1371064,136830443.9272799,19137905.85543848,0.0,1.0,0.0,0.012192588910706195,0.0,0.9878074110892938,0.0,0.0,NONE,1,0,0,False,False,False,0.0,10400000.0,0.0,0.0,NONE,0,0,1,False,False,False,0.0,9557344.06438629,0.0,192520223.9224028,R0,1,0,0,False,True,False,136830443.9272799,1725169556.07272,69aaedabbc5599f6611c88f18827f76a64673f26742d9b9eb8f88c188f75917b,E3B,LA-0765,765,0.01293247677090883,1.4741839484477675,0.23161783770325162,0.44442365034591785,0.10204689175903321,0.3349490361938774,Low,Unfavorable,LA-0975,LA-0374,26944320.000000004,531999999.99999845,646731563.1805413,False,0,192520223.9224028,False,0,0
E3B_LOW_UNFAVORABLE,LA-0334,334,edaf1d3f884b2a1b1bc5dfef3d1a8ae510e3ba39112540125e89d3ae561834b0,M2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,,,8448146013a2954d16facc6689944f0187873747d861c9207d929c5529ba0646,02f47ef15a1014c3ebdea89d99a84de0f488e5f870d672a03a1ec96c0c4d1768,1.0,19137905.85543848,4.0,1.0,1.0,1.0,1.0,0.5,0.9,d023350630a7d72e66078189d55cd419f2f3c5bfe708942e349792d67c4d6cba,3,2,2,64c9ec113d7a0c59c0f924a115e2efdf7c0be9275d5a14c2c54ff15347442dc9,P4,False,False,False,Q[NONE]|F[Crackers],1224526574.2936554,1224526574.2936554,0.0,541328.4823721176,0.0,541328.4823721176,h09,5,Katrina,1223985245.8112833,18596577.37306636,1205388668.438217,1744360748.9892113,137596595.07517502,19137905.855438475,3.725290298461914e-09,0.9999999999999998,0.0,0.028285669626611033,0.0,0.9717143303733888,0.0,0.0,NONE,1,0,0,False,False,False,0.0,10400000.0,0.0,0.0,NONE,0,1,0,False,False,False,0.0,9557344.06438629,0.0,193598197.4078178,R0,1,0,0,False,True,False,137596595.07517502,1724403404.924825,e4f3d2620f45dba19146427c3e28bcb54a41e370229a8ee5f4cf6f139c9b0c50,E3B,LA-0334,334,0.02983508566707432,1.4420922880200795,0.23161783770325162,0.44442365034591785,0.10204689175903321,0.3349490361938774,Low,Unfavorable,LA-0975,LA-0374,26944320.000000004,531999999.99999845,646444348.4382184,False,0,193598197.4078178,False,0,0
E3B_LOW_UNFAVORABLE,LA-0396,396,4a8ce3956cb01a1d091e6fc01863a6d00473bea19495791f759d72580abea560,M2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,,,5f893538172c4c5273cb198d4a0e80376b326d162a9c9ecb60fd93ffd30351c9,d143ca4642b130220c0f37a0e72651b657ec0809483b72c0b97d68bf402fcdcf,1.0,19137905.85543848,4.0,1.0,1.0,1.0,1.0,0.5,0.9,7fc5474fa3df3d1b2196782c17ef50d9619f384c548caff47ee756c4891bb672,3,2,2,bfdcdb85fa86cd9624b4f7c7de85c0d07556991cd9baf8583a67a775f94a73d2,P4,False,False,False,Q[NONE]|F[Water+Crackers],1199247702.0089693,1199247702.0089693,0.0,5277511.56424482,0.0,5277511.56424482,h09,5,Katrina,1193970190.4447246,13860394.291193657,1180109796.1535308,1738403364.5336895,143553979.53069693,19137905.85543848,0.0,1.0,0.0,0.275762228328921,0.0,0.724237771671079,0.0,14632783.986706106,R0,1,0,0,False,True,False,10400000.0,0.0,0.0,0.0,NONE,0,0,1,False,False,False,0.0,9557344.06438629,0.0,187347444.1772091,R0,1,0,0,False,True,False,133153979.53069693,1728846020.4693031,ee08aeb960d8a9b86c748899ebbfe8c48d203a8971ce2fe23e682ef1df2a128e,E3B,LA-0396,396,0.19520415540375965,0.721321823609993,0.23161783770325162,0.44442365034591785,0.10204689175903321,0.3349490361938774,Low,Unfavorable,LA-0975,LA-0374,0.0,531999999.99999845,648109796.1535324,False,0,201980228.16391522,False,0,0
E3B_LOW_UNFAVORABLE,LA-0358,358,65f12d3443be917eb572e0eca29833f1866f1a45141d44db32bfff161cc2c593,M2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,,,0838cc6567e0b48ff2d2f39e49d89e087160f399c88ff6b789ba4d5efccf6e7d,3f21c2874e9996ce79be12a12f6c5f65c46bb468f546837aa983d9f7c6b45958,1.0,19137905.85543848,4.0,1.0,1.0,1.0,1.0,0.5,0.9,049835040c01bfb527b7b7a7392b4eda4b41b106363810d3fe4721069c3f2422,3,2,2,e08859173a37f5eb362c3d721b8f21d934e4bee63fb93912ac6da2850e5f16d4,P4,False,False,False,Q[NONE]|F[Crackers],1158843661.7505004,1158843661.7505004,0.0,1444482.8317470897,0.0,1444482.8317470897,h09,5,Katrina,1157399178.9187534,17693423.023691386,1139705755.895062,1569150248.1805394,312807095.88384694,19137905.855438475,3.725290298461914e-09,0.9999999999999998,0.0,0.07547758060146412,0.0,0.9245224193985357,0.0,0.0,NONE,1,0,0,False,False,False,0.0,10400000.0,0.0,0.0,NONE,0,0,1,False,False,False,0.0,9557344.06438629,0.0,440119102.2670382,R0,1,0,0,False,True,False,312807095.88384694,1549192904.116153,5cf258862d90391ba253722bd8054dae78be2bd31ecaabc239fe1a39ec8e7f10,E3B,LA-0358,358,0.03501949556891065,0.6035357284185586,0.23161783770325162,0.44442365034591785,0.10204689175903321,0.3349490361938774,Low,Unfavorable,LA-0975,LA-0374,26944320.000000004,531999999.99999845,580761435.8950634,False,0,440119102.2670382,False,0,0
E3B_LOW_UNFAVORABLE,LA-0467,467,10bba651114fcf8a3e1f592ebce456644653baea223751f04413e110919e8399,M2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,,,62e57128b2541a55472e07013669a24bec0b9e0e88cd7f3947ec44c7f82a45d1,6c72ae0981bf1068d0ff88e2c87468b16f4f75721b573270ba4876e901a15525,1.0,19137905.85543848,4.0,1.0,1.0,1.0,1.0,0.5,0.9,327a2a8e2da6fc204a272bd2f566b90f91754cca01ca3b355934c0352cb19ab8,3,2,2,47889e1bcea1bce91c2e6f71636b909c94aade581b5ecca266296b24e2e2da26,P4,False,False,False,Q[NONE]|F[Crackers],1212826733.7346513,1212826733.7346513,0.0,10698428.830885107,0.0,10698428.830885107,h09,5,Katrina,1202128304.9037662,8439477.024553372,1193688827.8792129,1713151187.1053977,168806156.95898858,19137905.85543848,0.0,1.0,0.0,0.5590177374524444,0.0,0.44098226254755557,0.0,0.0,NONE,1,0,0,False,False,False,0.0,10400000.0,0.0,0.0,NONE,1,0,0,False,False,False,0.0,9557344.06438629,0.0,237510002.92373902,R0,1,0,0,False,True,False,168806156.95898858,1693193843.0410113,d295ca53236d6f17f12c3508f63b1f98e218e92bd3777c7864184644064e6693,E3B,LA-0467,467,0.4806244022732012,0.5334515390521819,0.23161783770325162,0.44442365034591785,0.10204689175903321,0.3349490361938774,Low,Unfavorable,LA-0975,LA-0374,26944320.000000004,531999999.99999845,634744507.8792143,False,0,237510002.92373902,False,0,0
E3B_LOW_UNFAVORABLE,LA-0021,21,9c0c8e916a30a3fa9f17a2b27ecaaa74ee626fafee16b17aef6e1fa739cc5936,M2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,,,cf8065b70fa9d44276b8470a89935322445532670e074e050bf9d9b952f2c630,103367e087e14addfbbe526eff4c7a3775729b287ef2ac3e6aee43259946008d,1.0,19137905.85543848,4.0,1.0,1.0,1.0,1.0,0.5,0.9,738b56ef6d5e7d71bf33c092aad95bd5319783ad81195c64a06a15e261b8481e,3,2,2,b8f832e9e6283e261dfa32552a8d7f0e502ae99b2298db6da34a3095bddeeae7,P4,False,False,False,Q[NONE]|F[Water+Crackers],1229241166.7502184,1229241166.7502184,0.0,2834347.7455680454,0.0,2834347.7455680454,h09,5,Katrina,1226406819.0046504,16303558.109870434,1210103260.89478,1818411539.7931035,63545804.27128286,19137905.85543848,0.0,1.0,0.0,0.14810124822317486,0.0,0.8518987517768252,0.0,14632783.986706106,R0,1,0,0,False,True,False,10400000.0,0.0,0.0,0.0,NONE,0,0,1,False,False,False,0.0,9557344.06438629,0.0,74776064.77898508,R0,1,0,0,False,True,False,53145804.27128286,1808854195.728717,eacd01e15d2683c6142875f66c3242cd1e3467f5432d5cd01a8f2121fd0463b4,E3B,LA-0021,21,0.17192799958479546,1.3914560561114655,0.23161783770325162,0.44442365034591785,0.10204689175903321,0.3349490361938774,Low,Unfavorable,LA-0975,LA-0374,0.0,531999999.99999845,678103260.8947815,False,0,89408848.76569119,False,0,0
E3B_LOW_UNFAVORABLE,LA-0148,148,7151e912cd4a11e3ecf51701a50a70afb496f08ac17c31ec24434fead2eac7fd,M2,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,,,d7e78e6c7bade18d866f53c4df1e6bcad005b83614c87393a9f6ee95ad078d03,2d65fabea66404b31e2f20cf1958d5f4db20fc3d049051d9f30b4779ae0e9632,1.0,19137905.85543848,4.0,1.0,1.0,1.0,1.0,0.5,0.9,ea31abbddad9d7d5a5f4f845ae273d425ae41fa96d422d6a5bb69b8686f76419,3,2,2,ac1712f5308c87938a70c45fc664a5332e26422272926cd29bc6c2a883201841,P2,True,False,True,Q[Water]|F[Crackers],1237696231.8679645,1237696231.8679645,13348245.843086302,1996308.597890294,0.0,15344554.440976596,h09,5,Katrina,1222351677.426988,3793351.4144618823,1218558326.012526,1840965597.4055293,30591746.658857107,19137905.85543848,0.0,1.0,0.6974768265616214,0.10431175766929571,0.0,0.1982114157690829,20608685.87785441,0.0,NONE,1,0,0,True,False,False,0.0,0.0,0.0,0.0,NONE,0,1,0,False,False,False,0.0,9557344.06438629,0.0,43042540.445682146,R0,1,0,0,False,True,False,30591746.658857107,1831408253.341143,3cde0356df63080a51fbd53b59e971abac6565c5517e39a09cf394a5d18cbd2f,E3B,LA-0148,148,0.4948772633961339,1.3230812760205821,0.23161783770325162,0.44442365034591785,0.10204689175903321,0.3349490361938774,Low,Unfavorable,LA-0975,LA-0374,0.0,531999999.99999845,686558326.0125276,False,0,43042540.445682146,False,0,0
